geneA,geneB,weight
CD24,CR2,0.9168330159872199
ITK,RHOH,0.9783743474827942
CD38,THY1,-0.711782957091499
ICOS,SELL,0.8434103695970813
CCL17,IL16,0.7459669320831224
CXCL1,PLAUR,0.9340601355470985
EPSTI1,IFI44,0.7714672417261904
APOE,TYROBP,0.779598414456838
CASP8,PTGS2,0.8895039570945047
CXCL8,CXCR4,0.8384979980384208
ITK,LAT,0.9505860955975013
GABPA,MYC,0.8827009268790016
MMP3,OSM,0.9698780066914195
PDCD1LG2,TIGIT,0.8991132280803028
IL27RA,OSM,0.9267725877304777
NDUFA13,SDHC,-0.8538519326013269
RPL39,SEC61G,0.8905750878945267
C3,LTF,0.9148151371819577
CD38,TNFRSF9,0.9463443921880229
CYP2C19,MGST3,0.7752272664146347
CCR7,PTPRC,0.9792930973817211
RAC2,SRC,-0.72822466907524
CD19,PIK3CD,0.8828875797035357
CD48,ICOS,0.9614023201704638
CD1C,CD40,0.9452392019754414
RTN4R,ZDHHC8,-0.7847012056572956
CD7,FCGR3A,-0.8453036688645554
CD7,FCGR3B,-0.7400801098883829
ABCG8,CETP,0.8660640938986303
CASP9,MMP9,0.9645090202602032
CCR7,S1PR1,0.9507205813932036
CLEC4E,TLR8,0.9252920309534168
CCL2,FCGR2A,0.8786761706769388
ACKR3,CCL21,0.7230609164250427
CD37,CD53,0.8210587334571723
GNB2,VIPR1,-0.7995617959856242
CXCL1,MMP7,0.9282901701568468
CXCL8,SAA1,0.9452726849672617
GNB2,NRAS,0.9863507754286919
PTPRC,VCAM1,0.9663107787675034
CCL20,CCL21,0.7399791985400221
AIM2,SP140,0.9707891142577725
CXCL10,CXCR2,0.9176481294185604
CD83,FCGR3A,0.9286791234107653
FCGR3B,MME,0.8434704762708302
CD19,FCER2,0.8584839567469195
CCL23,CCL4L2,0.8397839368319089
CXCL13,MMP9,0.9434670527884005
CTLA4,FCGR3A,0.9386698109487149
CTLA4,FCGR3B,0.9174910510745061
AKT1,TXN,0.7000569072021066
CD22,MME,0.8451656646018677
IFNGR1,IL23A,0.9742015390988409
ANO1,CLCA4,0.80379598906641
CCL4,CXCL8,0.9158244171881337
CDH1,PTPRC,0.9196837958982902
AICDA,CD40,0.95973004658113
CD40,FCGR2B,0.9747856454206925
CCL19,TNFSF13B,0.8108322333970701
IGLL5,MYC,-0.7838110537392765
MMP9,PTGS2,0.8906881372475886
CXCL8,FPR1,0.9497255621191879
HK2,SLC2A3,0.8903489649744111
SELL,TLR8,0.8387055654189194
GZMA,IL2RB,0.9247921610555492
CD83,LAMP3,0.939376951972802
CD19,SPIB,0.9547818709610983
MMP10,MMP2,-0.7987995640367559
DERA,TKT,-0.7258211717519639
PCDH11Y,RPS4Y1,0.7550436314860243
ANK1,DTX1,0.9526943789568254
GZMA,ITGB2,0.9093516941793062
IL20RA,OSM,0.8493818446030379
CCL4,PTGS2,0.8999203501401541
CD79B,PTPRC,0.9914694034446975
MYC,NFKB2,0.8293822539625828
CCL4L2,CXCL10,0.8317619088502688
MT1M,MT1X,0.8360682027297038
ABCG5,ABCG8,0.8822490289590101
CD79A,TCL1A,0.7277927760204326
FCGR1A,FCRL1,0.966469529130166
CHUK,PTGS2,0.8124403533520882
CD40LG,CTLA4,0.9317602891902467
FCGR2A,PLCG2,0.8213774570558706
HAAO,TDO2,-0.9564640000868243
SNRPA1,SRSF1,0.9680025084159983
CD52,LY86,0.9719857222008792
CCR7,LTB,0.9773774011362504
IL23A,IL2RA,0.9335468148806073
CD28,CD5,0.9453217734277063
FZD7,SDCBP,0.9165386185208612
ALYREF,PPIL1,0.7529849421767875
CR2,PAX5,0.9873108206055139
GUCA2B,PYY,0.8716175243424563
IL1B,SERPINE1,0.9621850349521335
CES2,UGT2B17,-0.8108420894625684
SEC61B,SPCS2,0.9725906245749537
PLEK,RGS1,0.8189237594025307
CD22,CXCL9,0.8702185349938567
CXCL9,LTA,0.8681620079668071
HLA-DQB2,HLA-F,0.8595671334415537
PGAM1,PKLR,-0.7172667017280674
EPHA2,SLA,0.8341935996199472
IDO1,TNFAIP6,0.9514299307282393
PLAUR,SERPINE1,0.9183333829727791
APOE,C1QC,0.7452240191642516
MAOB,SLC6A4,0.8428795104040786
ITGB2,PTPRC,0.9718236822456177
IFNGR1,SOCS3,0.9417324884003245
APOC3,SLC2A2,-0.8956819395159392
ACKR3,CXCR1,0.8914076889987346
CD79A,VPREB3,0.8829266684124557
CD19,CTLA4,0.8229036476525208
IDO1,IL4I1,0.8771648005154725
DPP4,IGF2R,0.8331694561300041
PLAU,PLAUR,0.8946703252688498
PTPRC,RAC2,0.9663525992154873
EPHA2,SLC7A11,0.8963460842098497
HLA-DOB,VPREB3,0.9537686075591176
IL1B,IL33,0.9002621550440943
ALDH1A2,CYP2C18,0.8339007464088615
AQP7,GK,0.8013459973547701
INPP5D,SRC,-0.7885052782815952
S1PR1,SELL,0.9007220304642534
REG1B,REG3A,-0.8948912089083962
MMP1,PLAU,0.8734592644166783
C7,SLC25A5,0.776367804055339
PIK3CD,PREX1,0.9802219949738746
CD19,CR2,0.8798227495209814
FCGR2B,INPP5D,0.9668908027371671
COL18A1,COL8A1,0.7359794052438012
CCN1,DUSP1,0.8313562863419106
AKT1,ARHGDIG,-0.7236621155375145
FCGR3B,ITGB2,0.9331334460423877
IL2RA,OSM,0.9227899355419115
FOS,SOCS1,0.7069900603316988
CD79A,PIK3CD,0.785354099574102
CD1C,CD79A,0.8680970264884013
ABCG5,CETP,0.9365647399620889
IL1B,S100A8,0.982697930426105
CD38,CTLA4,0.9374952847384255
CDH1,NOG,0.8318821469808468
ICOS,IL2RB,0.9699285350780559
HK2,PFKFB3,0.9281762847265467
HSPB1,HSPB8,-0.789387214220291
PAX5,RHOH,0.9914634489570318
CNR1,GNB2,0.9737305970458924
GBP5,IL1B,0.9300196792730325
MMP10,SERPINE1,0.9708738080765863
ATP5MGL,SDHC,-0.7764170512581785
FCGR3B,IL1B,0.9626834033801571
SRC,TNFSF11,-0.8442173941732487
CCL2,SAA1,0.9103902680066018
INPP5D,JAK3,0.9291289413574437
CD69,FCGR3A,0.9284189306721374
HKDC1,PFKFB3,0.8842048853039212
CD38,CR2,0.9383683202914398
CXCL1,LTA,0.826675471431575
FCRLA,POU2AF1,0.9583290918054057
ADAM8,CP,0.8522654995143243
CXCL8,OSM,0.9816513738118319
CCL2,FCGR2B,0.9435867820909947
ACSL1,AQP9,0.8268905982635917
IL1B,S100A12,0.8603754456398822
CCR7,CD40LG,0.938833574722708
CD5,FCGR1A,0.914180149020063
CCR7,JAK3,0.9482891413198098
CD79A,FCER2,0.8216525706009237
EIF4A3,SRSF1,0.9500157735640642
CCL18,CXCL13,0.803251815090009
CD19,PAX5,0.8650290144163226
PIK3CD,RAC2,0.9724528978203367
PIK3CD,SOCS1,0.9405706757254613
MT1M,MT2A,0.8930677487243518
CSF3R,FPR1,0.9304293470244348
CCL4,TNFSF8,0.8384404810796613
CXCL5,MMP3,0.9574425313783302
CCL4,CXCR1,0.9092456364669903
HSPBP1,LRRK2,-0.8697995033716888
IMP3,RPL26,0.7271845606407327
GPR183,IGLL5,-0.7832506530894382
FGF7,OSM,0.9419883778223406
CD40,CD5,0.9753672497390408
CXCL8,TNFSF11,0.9497573117760338
CCR7,IL2RB,0.9262682059262303
MUC4,MUC5B,0.9858493392143327
CCL2,CXCL13,0.8480365516193529
PIK3CD,PLCG2,0.9775610408729927
FCMR,VPREB3,0.9915556505011168
GBP1,GBP5,0.9617816660469951
CCR7,ITGB2,0.94592550310419
BACH2,BATF,0.9710279052198775
APOB,TM6SF2,-0.7338937127177635
CR2,MS4A1,0.989334930944709
RPS10,SELENOP,-0.8361330485172912
EIF1AY,MRPL36,-0.925959866034124
HLA-C,HLA-DRB1,0.8640272750227765
PTGS2,VCAM1,0.8706587148004145
MMP9,SERPINE1,0.9161169361171624
CCL18,CCL20,0.9104327895251257
CCN1,EGR2,0.9388676489096528
CCL4,CD69,0.8420212759753455
CCR7,IL1B,0.8168260224571496
MMP3,MMP7,0.9283452464634897
AKT1,PTPRC,0.8346025024300798
MRPL13,RPL39,0.9094750510884342
CD1C,CD7,-0.8980395012391322
CD69,CXCL10,0.8454884535209113
CD6,LAX1,0.8585286595810235
RNASE2,S100A12,-0.7591612769554577
ACKR3,CXCR2,0.8802657948826652
OSM,SOCS3,0.9745830602508003
CD22,FCGR3A,0.9063731023725548
CD22,FCGR3B,0.909702823436894
CCL2,CCL20,0.9676599496932191
COL18A1,MMP2,-0.7721924620269416
C3,C4BPB,0.7453752691305908
CCL20,CXCR2,0.9428080562970043
NFATC1,RUNX2,0.9325778610967584
MLXIPL,PKLR,0.8738522710975422
FCGR1A,PTPRC,0.9250725862006762
CXCL8,IL11,0.9556038519562038
S1PR1,SRC,-0.7468389481700597
CCL4,CD83,0.8826812772115807
CD5,CD69,0.9603544862981178
DEFA6,PLA2G2A,0.7524226899248636
MT1B,MT1G,0.7218439575839958
CCL21,CCR7,0.9608017239570668
CH25H,HMGCS2,-0.7379255540177552
BTK,CD40,0.953017350556668
MYC,RHOH,0.9364238947343518
CENPA,KIF18B,0.9724315509388473
AKT1,SELL,0.7870935838953699
NRAS,RASSF5,0.9655173574351228
CCL17,CCR7,0.7813232606297594
ACE,ACE2,0.7264746255199414
AQP9,FCGR3B,0.954390670689187
DUSP1,EGR2,0.8151386263675887
CDH1,IL1B,0.8480714605843334
PLA2G2A,PTGS2,-0.8519531840860898
FCGR1A,SELL,0.8385289974446466
LTA,LTB,0.9863254215483467
CD40,VCAM1,0.9857256077610748
EBF1,SPIB,0.9717286893247818
CSF2RB,IL2RA,0.9151679080484332
MUC1,TMPRSS15,0.9210635178228453
APOC1,APOC3,-0.7011161109290319
CLU,LTF,0.9767134459607953
AKT1,NFATC1,0.8019388873101189
MYC,PTGS2,0.7842824604089643
CD79A,CR2,0.7140017127996621
CD83,ICAM1,-0.9069789450067128
CCR7,CXCL2,0.7554434011959658
CCR7,FCGR3B,0.8350954176074964
CD274,CXCL1,0.9059632537654917
CXCL10,MMP9,0.8804979112709364
CD38,TNFSF13B,0.787540552823984
CR1,FCER2,0.7608000182984854
CD19,CD40,0.8423796060294607
CD5,SELL,0.9295370129805101
TNFSF12,TNFSF8,0.7766201108721573
IMP3,RPLP0,0.8205598050601283
CCR7,CD19,0.9013557146384251
CCL2,THY1,-0.7116542761121915
APOB,SERPINE1,0.8111953624373834
HSPBP1,MRPL13,-0.7627691963874125
CDK16,TDRD7,-0.9014244842832112
CD22,CD38,0.9630772283037217
CYP2C18,MGST3,0.7357563302651048
DEFA5,REG3A,0.9435215270945643
IL1B,ITGAX,0.9186496957742109
CCL20,SRC,-0.8560901957314221
CD38,ICOS,0.933350215977742
CCL4,CXCR2,0.917677893412583
HK2,MYC,0.7204785101785789
SLAMF6,TIGIT,0.8824630250890749
CD79A,PLCG2,0.7231505607246349
PARP15,TRPT1,0.9313862111124812
FPR1,SRC,-0.7032240324194384
RAC2,WAS,0.8211496881640529
CSF3R,OSM,0.8777710526726605
CXCL2,PTGS2,0.8788537963711504
POLR2J3,SNRPG,0.7846931155439946
CD79A,RHOH,0.7517705658029712
CLU,SHBG,-0.7048865615837479
CXCL8,SSTR1,0.8141190111171481
ITGB2,RASGRP2,0.9833478910247767
FCGR1A,MME,0.9305016631411899
CCL20,CXCL9,0.8680656748700607
LILRB2,TYROBP,0.8054057041473212
IFNGR1,NRAS,0.9913111532963245
LDHD,PKM,0.9130747290641122
CD274,TNFRSF9,0.8888761901264695
MYL12B,SRC,-0.8862500337520146
CCL20,CCL23,0.9614447195257373
TMPRSS15,TXN,0.9621638280393217
PLEK,RGS13,0.838087205800982
IL1B,MMP3,0.9739020854100127
CXCL1,SRC,-0.7686620349603982
EEF1D,RPS4Y1,-0.8879129239297326
CD19,CD24,0.7654027162807244
DERA,PNP,-0.7172138772762486
CD28,SH2D1A,0.9205696257319784
RPL41,RPS10,0.8633500377772922
BATF,JUND,-0.7213135006558073
C3,CFI,0.7881147048455442
CXCR2,PTGS2,0.9144750196223908
ADGRF1,GNAI1,0.7563266916137454
EIF1AY,RPS7,-0.945990923108666
CXCL1,CXCL9,0.9444180550748302
CSF2RB,PTPRC,0.9472372970406968
EPSTI1,GBP1,0.8677066159477859
CXCR2,PROK2,0.9690727925597448
FCGR1A,SRC,-0.8177380969535482
NFATC1,SRC,-0.7838332673223367
HLA-DRB1,LTA,-0.7453800731079512
NLRC5,NLRP1,0.9645201957359931
CD1C,IRF8,0.9450479387164318
MT1A,MT1G,0.8365067452845543
CD1C,CD5,0.9694604639527502
CXCL11,TNFAIP6,0.9455179502893213
CENPA,RCC1,0.9637337503249767
SLC51A,SULT2A1,0.8123735051389431
NDUFA13,SRSF1,-0.8578430094509287
CD9,PTPRC,0.9454794282609795
MRPL13,MRPL39,0.9763197853614288
PSCA,STEAP1,0.8273683517888357
CLU,LPL,0.8905266587369826
CXCR2,ITGAL,0.8413038327012543
ABCG5,MTTP,0.8626128934306779
LOXL1,LTBP2,-0.8753993223181298
CHST2,LUM,0.9721721792545512
CCL2,VCAM1,0.9576267152548599
EBF1,PAX5,0.9752776202018352
CXCL5,MMP1,0.8685861353719904
CD40,CXCL8,0.9481515365602653
PFKFB3,PKM,-0.8057705931523599
CLDN15,CLDN18,-0.8079171115096124
LPL,SAA1,0.9460066264132331
CD53,PTPRC,0.9523272639232612
IL2RB,ITGAL,0.922871599860851
IFNGR1,IFNLR1,0.9474011323078253
IFITM2,IFITM3,0.9710288988522471
ITGAL,VCAM1,0.9146379377677664
NOS2,PTGS2,0.8439723197654161
CLIC1,S100A11,0.7022046595494297
CXCR4,RGS1,0.8831465604261393
CD28,LILRB4,0.8197537542825629
MMP10,MMP3,0.9820279048452786
APOB,LPL,0.8624736167931363
DPP4,MGAM,0.8302386237983426
IL1B,TLR8,0.9598207718831561
CD24,ITGAX,0.8845746535454382
SH3BGRL3,TMSB4X,-0.8460333701582654
CXCL9,FCGR3A,0.9332854538089677
C7,CLU,0.8867371400234296
EPHA1,NGEF,-0.8297473295899378
DEFB1,LTF,-0.9524637469551565
IRF4,SPIB,0.9376835562646257
RAC2,S100A9,0.7774659990231462
APOC3,SAA1,-0.867108132771694
CD40LG,CXCR4,0.9200962926569747
CCL4,ITGAX,0.891998438836626
REG4,SPINK4,-0.7051959888021108
FCGR1A,ITGB2,0.9669787602600883
P4HA1,PYCR2,0.9573959539859964
IL1B,TREM1,0.9452793833232758
AICDA,IGLL5,-0.9104212610885524
RPL22L1,RPS7,0.970553196739943
CCL8,CXCL9,0.7208200924274588
AKT1,IL1B,0.8642602811861326
ITGAX,PTPRC,0.9665045679816838
ACTN4,ZYX,0.8218806480662992
LCN2,S100A12,0.7707529359430475
CETP,LPL,0.8642656268528595
FCGR1A,IL1B,0.9584457176667283
CENPA,KAT2B,0.9667149248212232
RPS7,SEC61B,0.9285313298843063
CD40,ITGAL,0.9261333166860172
MUC1,MUC17,0.9726656135157017
FCRL2,PIGR,0.9035734227956418
CXCL8,SAA2,0.9013704141887723
BGN,COL6A2,-0.7623296073086876
CYP4F2,PLA2G2A,-0.8261998565378627
BANK1,CD79A,0.8175675750514583
MMP1,OSM,0.8994039807898474
TNFRSF13C,TNFSF11,0.9675750446945801
CD28,CD69,0.878658089042861
ACSL1,LPL,0.9255314288264139
CASP8,CASP9,0.9805742354209027
ITGAX,SELL,0.8854580566791634
CLU,PLA2G7,0.952538154650525
IL16,IL1B,0.9054309992261647
CCL19,CCR7,0.7652404205733305
CD9,MME,0.8730343829557833
AICDA,APOB,0.7618273654731607
CD69,IL2RA,0.8751773297672901
MYC,NRAS,0.8627380314008862
FCGR3A,FCRL1,0.9408043523721793
JAK3,PIK3CD,0.8936674489079306
CXCL13,CXCL6,0.8210749228060014
CD19,CXCR4,0.9340354335509392
MT1F,MT1G,0.9348712297312464
CD274,CTLA4,0.9166732836661392
FCGR2A,ITGAX,0.7807997092373541
CXCL10,RETNLB,-0.7249265471604268
ACE,SI,0.8743192193754391
AICDA,TNFRSF13B,0.8971256172959094
PDXDC1,RRN3,0.9573795185006149
CD40,ICOS,0.9725780209394598
CD4,IL2RG,0.7007423426058333
MMP1,TNFSF11,0.745908177461049
APOB,PLA2G7,0.8719800583799615
CCL2,CCL8,0.8449272278671318
IPO4,SRSF1,-0.9005007001406315
MME,THY1,-0.7216517713310335
CSF3R,SOCS1,0.8106562001067792
FPR1,TREM1,0.9254525876489784
CCL28,CXCR2,0.8654937676930523
CASP8,HMOX1,-0.7089975225153086
CD40,PDCD1LG2,0.966265884014511
MAP2K3,TXN,0.9815898264556306
CCL18,CXCL8,0.9206868841187609
ACKR3,CXCL10,0.8088481372249853
BATF,IRF4,0.9698117622793138
CXCR4,SOCS3,0.8152803323163498
IL1B,TNFAIP2,0.9607368006802722
CCR7,CD48,0.9529010446077412
CCL8,IL1B,0.7763814307809787
CCL20,CXCL10,0.8616742581399743
CXCL8,TLR6,0.9339215034445284
AQP9,MNDA,0.9304340504433402
CCR7,CD274,0.8627199649727819
FCGR1A,FCGR3B,0.9487152685856013
CXCL5,SAA2,0.9419690363398289
FOLH1,TNFRSF9,0.9425224457227688
AKT1,CD19,0.7538765321874343
HLA-C,LILRB4,-0.7652338584266297
PTGS2,SERPINE1,0.9418368180843497
KRT1,LRRC26,0.7968725397998715
CCL2,CXCL8,0.9661821930447224
CLU,MMP3,0.8352701332427559
ITGAX,MME,0.8340101442327245
FCGR2A,GP1BA,0.828469567653176
CLU,EPHA1,0.9405620323720687
RPL30,RPS4Y1,-0.779376323014962
CXCL1,MMP9,0.8967312838392326
CETP,PLA2G7,0.9335256981622564
LPL,MTTP,0.9304465976655174
MEP1B,NTS,-0.7668861090472762
MMP9,TLR8,0.958634298477407
IRF8,LY86,0.8841461505093774
CXCL8,TNFSF8,0.7736684921094578
PDCD1LG2,TNFRSF9,0.9445894307464263
CCL21,CCL22,0.7965738026792
APOB,CLU,0.7646040248275106
CCL4,CCR7,0.794238475853741
CXCR2,GNAI1,0.961357338869833
CD5,FCGR3A,0.8782127268385526
CCL2,PTGS2,0.9123522196772796
CD19,IL21R,0.8930569493235514
CXCL8,LTA,0.8740404541909013
CCL17,CCL22,0.7867516726408942
SELENOF,SELENOI,0.7860001451983731
NIBAN3,SPIB,0.9868228713790145
CD40,TNFSF8,0.8842436034623404
IL15,SOCS1,0.9494656440782259
CXCL1,CXCL10,0.924879166056774
IL1B,MMP1,0.9020126577852883
CSTA,CTSL,0.9468029757573173
CXCL10,IL2RA,0.9129904383783317
IRF4,PAX5,0.9728605596969869
CHUK,TLR8,0.9588283036067539
CXCL11,CXCR4,0.8350022097350389
MMP2,MMP9,-0.8756543331879606
CCL18,CCL21,0.7953887569756409
SI,SLC2A2,0.9331745952228652
ACE,SERPINE1,0.8130297705730141
GNE,MAN2C1,0.9012722615327308
CD19,CD37,0.9790784367775036
ICAM1,VCAM1,-0.8076026879648751
CXCL3,CXCL8,0.9639053038274683
CSF2RB,IL15,0.9598371558612261
CD40,CD69,0.9812944584156066
EPSTI1,GBP5,0.8987020272316869
ITGAX,SRC,-0.7520846360757115
CD38,IL21R,0.9587759684030785
IFNGR1,OSM,0.9621433882923107
IL1B,PLAUR,0.9376970765073359
CD7,PAX5,-0.8392020581862133
MS4A1,TNFRSF13C,0.9855402481858849
PLCG2,RAC2,0.9666764948207677
RPL26,RPS10,0.9012253496755693
LPCAT4,PLA1A,0.8766106616046426
CCL2,ITGAL,0.8837360649168471
GRK2,MAP2K1,-0.8745415508606746
FCGR3B,TNFRSF9,0.8897562621533174
ACE2,CCL2,0.8203411789458388
CCR7,CXCL1,0.7727140028615087
IL27RA,JAK3,0.917926088477212
CHI3L1,IL1B,0.8544671006156863
CXCL3,PTGS2,0.9072266455929472
IL2RA,SELL,0.9355176007876144
CXCL2,CXCR4,0.7365603281773612
IDO1,KYNU,0.9772672008100018
CD40,CD83,0.9797663759315346
COL18A1,MMP3,0.8859847558655038
CTLA4,IRF4,0.9749247023993102
PCDH11Y,USP9Y,0.8541118218272102
ICOS,TNFRSF9,0.955084689284878
MGST1,MGST3,0.8402745725014441
CCL2,MMP2,-0.727524118484399
MT1H,MT1X,0.865568785048517
CD53,ITGB2,0.9840198989693086
IL21R,IL2RA,0.9387080699172141
CDH1,KRT1,-0.8668361488199722
CD38,ITGAX,0.9445280979332795
IL1B,TXN,0.9355136658284877
SELENOI,SELENOT,0.8402650761293107
CD40LG,CD5,0.9588457777575081
SULT1A1,SULT1A3,0.8408096750110372
CLEC4E,IL1B,0.9382921975613324
LTB,TNFSF11,0.9422467430784516
PLA2G2A,PLA2G7,-0.9235137869373198
ANK1,SRC,-0.8215194011511361
LCN2,MMP3,0.8191353143801229
ICOS,PIK3CD,0.9783922000180673
ID1,LYL1,0.8610757719941988
CD40LG,TNFSF11,0.8953028763136363
CCL21,PTPRC,0.9265442310503182
CD6,SPOCK2,0.9773297055894812
C1QC,SERPING1,0.8289925950934678
SDF2L1,STIP1,0.7819764250353297
AKR1C1,UGT2B17,0.79562127440408
CCR7,TNFRSF9,0.9691801958265224
ITGAX,ITGB2,0.9780433121205456
BTLA,TIGIT,0.91575988131133
APOA1,SAA2,-0.8290594554551945
BCL2A1,IL1B,0.9648324423697632
CD48,ICAM1,-0.7374213575990773
CR2,TNFRSF13B,0.9385678539093326
CXCL8,CXCR2,0.9717479870911976
GNAI1,HCAR2,0.943303629794329
RPL26,RPL41,0.9413655200079705
CD79B,TCL1A,0.985347722020134
CD274,CD40,0.9021920942829674
CCL18,CXCR1,0.8474143172254529
EIF4EBP1,SRC,0.867895815965877
PTPRC,TLR8,0.9326683775889687
CCL21,SELL,0.8981473750008797
CD19,IRF8,0.8901212142127343
MMP1,PLAUR,0.90142339206189
