geneA,geneB,weight
CEACAM5,MUC2,-0.7276884987470335
BCL2A1,TNF,0.7359290255140503
ICOS,PIK3CD,0.8911778570416806
CD40LG,TNFSF11,0.9356813825953624
CCL21,PTPRC,0.8855672468539719
CCL13,CXCL10,-0.9426681942083607
CD40LG,GZMB,0.7819885895061212
CD6,SPOCK2,0.982918913712172
C1QC,SERPING1,0.7952473565271925
SDF2L1,STIP1,0.852624140974648
ITGAX,TNF,0.7215802935421575
CD4,IL27RA,-0.8813520929805301
CCR7,TNFRSF9,0.7156994932282087
ABCG2,CYP2C9,0.7574019401940789
ITGAX,ITGB2,0.8921529881291558
APOA1,SAA2,-0.9437677448950766
CD36,CD40,-0.8104504003565278
CD27,IL21R,-0.7155182139985005
CXCL8,CXCR2,-0.8864093712502493
RPL26,RPL41,0.9804651531718819
CD79B,TCL1A,0.7670916865051705
CD274,CD40,0.9630163873310588
DMBT1,MUC5B,-0.9230732989979819
CCL21,SELL,0.8914031615920426
HBA1,RPS28,0.8313783419818744
S100A8,S100A9,0.9398553053003025
CD4,CXCL11,-0.9678862558228349
ALDH1A2,UGT2B17,0.9427049407638635
CCL22,CTLA4,0.7769555286840869
ABCG2,UGT1A1,0.7366274101524286
CDH1,EPHA2,0.76100578588367
MB,RNASE1,0.7877761173772933
AIM2,TNF,0.819906366461567
CEACAM5,MUC1,0.8424151177408193
CCL2,CXCR1,0.9482436756237282
CD27,ITGAX,-0.8274708782958774
GSTA1,MGST1,-0.7925002032671113
NPY,UCP2,0.9420826094244606
ENPP3,PKM,-0.7800110358813787
CXCR1,GRK2,-0.8342641515609113
FOS,MMP9,-0.8084814014830015
APOB,SOAT2,0.923317970482127
ARPC1A,WAS,-0.8675698220011118
CD79B,VPREB3,0.9421266152949515
PLA2G7,SAA2,0.7809217833663457
MUC17,PDZK1,0.7462087573699362
AREG,FOS,-0.9633020378052269
CD48,IL2RA,0.7653442156507619
CYP2B6,CYP4F2,0.950963848079651
CCL2,SERPINE1,0.8280740485020232
CCR7,CXCL11,0.7989411665573076
ANPEP,CD38,-0.8325227836195607
NR0B2,SLC51A,0.9211268480124861
HLA-DQA2,PDCD1LG2,0.8824627671582796
CCL21,LTB,0.7687690927983414
GNG2,GRK2,0.7614151149510665
SAA1,SAA2,0.987014861859804
CXCL3,CXCR1,0.9229616759969098
MT1H,MT2A,0.9453541944008691
CXCL10,CXCL6,-0.8542059274322661
CXCL11,OSM,0.949740007429938
NUDT21,SRSF1,0.9615219790725756
CCL2,GNAI1,0.777970085085837
IL2RA,JAK3,0.8444305439281273
LAT,TXK,0.9496320047905914
CD19,TNFRSF13B,0.8116043296221308
HLA-DRB1,NFKBIL1,0.9218026537352598
CXCL8,CXCL9,-0.9526038889828751
CCL15,CXCL5,-0.9513801607422843
RPL26,RPS28,0.9258466967843733
ITGAX,LAMP3,0.929980821766841
CD4,IL23A,-0.9856752612201242
SLC2A2,SLC5A11,0.8269403712012201
CD4,CTLA4,-0.9812073261569165
CYP7B1,GPR183,0.8948574860881294
EEF1D,RPLP0,-0.8226216464744159
DUSP1,IER2,-0.7923995407084575
SLC15A1,SLC22A5,0.7364493145245209
CA9,MMP9,-0.8210847707351424
IL2RA,IL2RB,0.7397159008490085
IL2RA,TNF,0.8532592422280387
CCK,MYC,0.8769189495015823
IFNGR1,SOCS1,0.9298952708212718
DUSP1,TSC22D3,0.8176521892380959
CCL19,CCL22,0.946543576476826
CYP4F2,CYP4F3,0.9558070971548431
CXCL10,TGFB1,-0.9195955186138646
CXCL1,LCN2,0.9332747138597186
LOC102724159,RPS7,-0.7176604892737272
CD274,NRAS,0.7151718998175672
IL11,IL2RA,0.7889007407569807
PGAM1,TKT,-0.8837019653727511
SH2D1A,SLAMF6,-0.9793009247814244
CXCL8,MYC,-0.7826865157942262
CCL28,CXCL10,0.7266641648774336
CD69,IL15,0.9771652195952133
ITGB2,PIK3CD,0.9559637258466123
ALDOB,PGAM1,-0.8415555048012453
TIGIT,TNFRSF9,0.7661275140461087
MUC2,SPINK4,0.9747705145132534
CCR7,CTLA4,0.8788257531841431
CCL2,CXCR2,0.9211114954494718
CD40,ITGAX,0.9692892787432996
CXCL5,CXCL9,0.953949677096234
CXCL9,HLA-DQA2,0.9376028959126474
CMTM2,CXCR1,-0.9716770141184218
CXCL11,CXCL3,0.8801339917735063
CD22,PAX5,0.9873888966777212
CXCR1,CXCR4,0.7345669582230293
AREG,CCL20,-0.9331731956554927
CD48,PTPRC,0.8556696701782854
CD36,S100A12,-0.878623396806952
HSD3B1,UGT2B17,-0.8878577675504682
SLC6A14,SLC7A9,-0.8540239918951632
GSTP1,MGST1,-0.8312661716838717
BATF,FOS,0.8258776335790318
CD4,SOCS3,-0.9511111888128411
RPS28,SELENOP,-0.8753295743244847
HCAR2,SLC5A8,0.8864574044486847
HMOX1,SLC7A11,-0.7536170174571589
GCG,NTS,-0.8962055923848937
ALDOB,FBP1,0.9714593855224638
APOA4,PLA2G7,-0.8025516537351274
APOE,TGFB1,0.8967268630544798
CXCL2,CXCL3,0.9199338176784158
STC1,TNFAIP6,0.9127929156527542
ACE,ANPEP,0.951326128863526
CD28,CXCL10,0.9340700152961254
CXCL3,CXCR2,0.9282077959547668
CCL2,IDO1,0.9563578335709735
CCK,STC1,-0.9595330878613147
LILRB1,TYROBP,0.8727018739268033
MMP7,PTGS2,0.8789310732386604
CXCL5,TNF,0.7003950328224099
SELENOF,SELENOP,0.7882133188508014
AQP8,GUCA2A,0.8463160817517122
CYP2B6,CYP4F3,0.9338996066987311
CASP9,FOS,0.7968740242709019
CD274,CXCR4,0.8947494711371421
CD28,CD38,0.8249776443689936
BAK1,C6,0.7254075805898804
CXCR1,FPR1,0.7999427685092
SLC6A19,TMIGD1,0.952231004822279
KLHL12,ZSWIM8,0.7573477424034146
CHUK,TNFRSF13C,0.727315035983628
CD24,LILRB1,-0.7548852235563094
GCG,SLC2A2,-0.9567776940963619
CD5,IL2RA,0.8136364296308747
ISOC2,NAPRT,0.8104977463940447
CD27,ITK,-0.7707213714368746
CCL19,PTPRC,0.9371365159935418
CXCL10,IL15,0.9545513361234086
CD274,IDO1,0.9695609972964654
CORO1A,RAC2,0.7095405925374656
APOC3,SAA2,-0.9526604816246824
FBP1,PKLR,0.9718543602629147
IL1B,MMP12,-0.7312489726293858
CCR7,CD1C,0.8354871280989816
CCL19,S1PR1,0.7455074733568106
CA12,CA9,-0.974037584003543
ITK,PTPRC,0.7984243740603038
CD40LG,SH2D1A,0.9326050328089072
DUSP1,ZFP36,0.9197402204572523
CD4,GZMA,-0.8446587177033799
MAP2K3,MYC,0.7255735446017989
CXCL10,CXCL5,0.9592345209285587
BANK1,PLCG2,0.7291519232255348
CD4,HLA-DQB1,-0.8181302849243688
CYP2C9,SLC6A4,0.806438775410529
CCK,MMP9,-0.901297752706607
ABCG2,CYP2B6,0.921338783393085
CTLA4,CXCR4,0.9122376384868878
C3,TNF,0.8040516069657024
CD6,CD7,-0.9645404987197301
CD79B,PAX5,0.9737726677439119
COL6A2,MMP9,0.8260748344395893
NLRP2,NLRP7,0.8523682488737485
CXCL8,MMP9,0.7066114283310798
C3,ITGB2,0.8806515811957901
CXCL8,HMOX1,0.8302906810355428
EIF4H,SNRPG,0.7877524411790281
EEF1A1,PSMA5,0.86010164430842
