geneA,geneB,weight
CYP2D6,MAOB,0.7986756852006319
FCGR3B,MME,-0.9209082836008616
RPS4X,RPS7,0.9451076462985156
CD19,FCER2,-0.9981480648878721
AQP10,AQP9,-0.8062655818577019
CXCL13,MMP9,0.7346055703186702
AKT1,TXN,0.731235408590151
CD22,MME,0.9037750380423213
ANO1,CLCA4,0.9854653808177292
CCL4,CXCL8,0.8585303905357666
CCL19,TNFSF13B,0.8179445092077275
CXCL8,FPR1,0.7591710823987234
GZMA,IL2RB,0.783405739373136
AQP10,AQP8,-0.975631196597375
MMP10,MMP2,0.9602674673268641
DERA,TKT,0.9950231422358662
PCDH11Y,RPS4Y1,0.7514137789772748
RPS7,SELENOP,-0.7917456903902291
IL20RA,OSM,0.9952441778873785
APOA1,CD36,0.7414383163537693
CCL4,PTGS2,0.8545570563584224
CD79B,PTPRC,0.7621716960333027
ABCG5,ABCG8,0.999968657949836
CD4,TGFB1,0.7653376653493498
SNRPA1,SRSF1,0.8388458123919198
SERPINA1,SLPI,-0.9473985595210009
IGLL5,NT5E,0.817885181851218
CCR7,LTB,0.830206672844689
CD28,CD5,0.7282502260192859
ACKR1,CXCL8,0.8835958584786892
FZD7,SDCBP,-0.7062602966022226
ALYREF,PPIL1,0.952443070266285
CR2,PAX5,0.7682253018854909
CYP2J2,CYP4F3,0.8570006390609329
CYP3A4,PLA2G10,-0.9871668183214559
DUOX2,NOX1,0.998816699468255
CD79A,THY1,0.8852101725545507
CXCR2,GNG2,0.7686526574796119
GPT,IL1B,0.9785454936862881
SCNN1B,TSC22D3,-0.8294239124400502
CHMP5,VPS28,0.9996280068539687
SI,UGT1A1,0.9813586983538263
CXCL9,LTA,-0.8328130820644898
EPHA2,SLA,-0.7251253929246009
CLDN7,MUC2,0.8747362295460065
PLAUR,SERPINE1,-0.8960686859760182
APOE,C1QC,0.8414801777006283
MAOB,SLC6A4,0.968842406399712
CD79A,VPREB3,-0.8915676864451313
DPP4,IGF2R,-0.9403677373240641
PLAU,PLAUR,0.9942461873724044
EPHA2,SLC7A11,0.8884008217451753
HLA-DOB,VPREB3,0.747708299469871
ALDH1A2,CYP2C18,-0.9999720649849583
AQP7,GK,0.9897129612679099
NPY,PNOC,-0.795481085316801
ACE,VWF,-0.8311758636087866
MUC3A,MUC4,0.9903899594598308
REG1B,REG3A,0.9914740991893712
MMP1,PLAU,0.8423777013348749
PIK3CD,PREX1,0.866620357026937
GNG2,KCNJ3,-0.8460675782539588
ABCC2,SLC10A2,0.9746522908026575
IGFBP2,TGFB1,0.822828792880079
HSPBP1,RPS10,0.9087869076938428
AKT1,ARHGDIG,-0.9025069304737892
AKT1,APOE,0.935078982743847
CXCL8,GNG2,0.7987668238374855
CD79A,PIK3CD,-0.7778624211818126
CD4,SDCBP,0.7157244484029813
IL1B,S100A8,0.9307191874228006
CES2,UGT2B15,0.7800693087273965
ABCG2,SLC15A1,0.9988195526803451
DPP4,GCG,-0.9999719828547388
CST7,CTSL,0.7260195514858204
HK2,PFKFB3,0.9370415867388222
IMP3,RPS7,0.8624113590399817
CYP3A4,HSD3B2,0.9980075449425437
FN1,SRC,0.9169729000781642
PAX5,RHOH,0.8317118372553846
ANPEP,CXCL8,-0.9939001396246203
ATP5MGL,SDHC,0.8795931350202397
FCGR3B,IL1B,0.8915361995453345
CCL2,SAA1,0.936997217677898
CCL19,CD83,0.8707472074774061
HKDC1,PFKFB3,-0.7604362427214053
CXCL1,LTA,-0.9999947395933911
MUC2,TFF1,0.8784374870838608
CXCL8,OSM,0.9812563553482868
CYP3A4,GSTA2,0.9131340981964854
ACSL1,AQP9,0.8479670688594808
AKR1C1,UGT1A1,0.8813202183288512
IL1B,S100A12,0.9576052214797839
ALDH1A2,CYP2C9,-0.9997895101045711
CCR7,JAK3,0.781526066120398
CD79A,FCER2,-0.9999938643605533
SLC15A1,SLC28A2,-0.9514140934730869
CD4,IL1B,0.7356008443451764
CHRDL2,ENPEP,-0.9860792871025966
ADRA1B,GRK2,-0.9993371921091381
COL6A2,ITGA5,0.8322236126600032
MT1M,MT2A,0.860627398662228
CSF3R,FPR1,0.7676534972027363
APOE,SERPINA1,-0.7127556719859452
CCL4,CXCR1,0.8258966486619453
IMP3,RPL26,0.9443744197764743
FGF7,OSM,0.8006049359124702
CLDN15,CLDN8,-0.9861105249051425
RPLP0,RPS7,0.9804194800243857
CD40,CD5,0.7021311629245012
CXCL8,FN1,0.9990031471221843
MUC4,MUC5B,0.9999955733592943
FCMR,VPREB3,0.8756435608553619
ALDH1A2,UGT1A1,-0.9953779390632544
CCR7,ITGB2,0.7096710985758639
APOB,TM6SF2,0.9984526608682059
ABCB1,CYP2C19,0.99569942099184
RPS10,SELENOP,-0.8849819688587955
ABCB1,CYP2B6,0.9992265882147934
CH25H,CYP7B1,0.7873912798102062
IMP3,LOC102724159,-0.9338584274642238
DEFA6,REG1A,0.999413120178434
FN1,MYC,-0.7280089329836494
CCL25,CCL28,-0.9998476017610727
FN1,TNF,0.9114542403996766
FGF7,FN1,0.9314720633775021
MMP3,MMP7,0.9655884376034696
CD6,LAX1,-0.9858779410419859
CEACAM5,SERPINA1,-0.9328565468259993
RNASE2,S100A12,0.9730497788949046
AKT1,MAP1LC3A,0.810551702118834
CYP4F3,PTGS2,-0.8939755166191119
HLA-C,LILRB2,0.8843062921890487
AQP7,AQP8,-0.9999631160999897
OSM,SOCS3,0.9292692603905234
CCL2,CCL20,0.7596370416874386
AKR1C1,HSD3B1,0.8408243950727543
DEFA6,PLA2G2A,-0.999996869429619
CD4,CXCL2,0.8178901203507142
CCL25,CXCR4,0.7021375715338867
S100A8,SRC,0.8121537395109925
CCL21,CCR7,0.8428479149685024
FN1,NT5E,0.9970502774808712
LEFTY1,PITX2,-0.9999997777230164
CYP2C19,PLA2G12B,0.990314476330748
FCGR3A,FN1,0.95828652345579
IL1B,IL1RN,0.9683746759761288
CYP2B6,CYP7B1,-0.7816692257555955
CCL17,CCR7,0.7071819520380782
ACE,ACE2,0.9933958709776932
AQP9,FCGR3B,0.912728986678139
ABCG8,MTTP,0.9995772175015933
CYP3A4,SLC6A4,0.9661184204934634
GIT1,PXN,0.9259258903603828
HSD3B1,SULT2A1,0.8155243975272775
LCN2,MMP2,0.9377994026748527
PLA2G2A,PTGS2,0.8373066666296665
LTA,LTB,-0.9958372935899833
HKDC1,TKT,-0.8156164262346174
CYP2D6,GSTP1,-0.8677905998793789
RPL30,RPL41,0.7577753300009804
CD40,VCAM1,0.896721012306063
GPT,UGT1A1,-0.99669514760298
HDAC7,RUNX2,0.8847907306232928
MUC1,TMPRSS15,-0.9962528016762168
ANPEP,FCGR1A,0.9995421033167853
PRKG2,PTS,-0.9998713482791546
APOC1,APOC3,-0.8772392648044777
GPD1,PLB1,0.999378345177701
CLU,LTF,0.7517319831336343
FN1,IGFBP3,0.9903852631524475
HES1,RUNX2,0.8152307353773091
CD79A,CR2,-0.8222796998822506
FERMT3,WAS,0.7163855066865882
SLC10A2,SLC15A1,0.988004818502714
TNF,TNFRSF21,0.7929873275963102
FN1,MMP10,0.9999871584595024
CD36,SCD,-0.9474090809242695
IMP3,RPLP0,0.9742630598305488
LPCAT1,PLA2G12B,-0.9888483312235423
CCL2,THY1,0.8421140378040554
BGN,OGN,0.9329027591755981
FA2H,PNPLA6,0.8271595135717931
ASF1B,TONSL,-0.9937701940537367
HSPBP1,MRPL13,0.904345607522216
CDK16,TDRD7,0.8968935948517142
CYP2C18,MGST3,-0.9911296985447005
DEFA5,REG3A,0.9998970669122721
HSPBP1,RPS28,0.9084878517737789
CCL4,CXCR2,0.8419106185701475
AKT1,DDIT4,-0.7373099686413845
HK2,MYC,-0.9914168315055476
PARP15,TRPT1,-0.9730302836823376
RAC2,WAS,0.7450255784964758
CD36,MTTP,0.9330532330132882
CXCL2,PTGS2,0.9650033295867654
PFN1,ZYX,0.8585068410172615
CXCL8,SSTR1,-0.9758662764240191
ITGB2,RASGRP2,0.7306595717957778
FCGR1A,MME,0.9151313472222457
ADAMTS1,AREG,-0.704344899177726
LILRB2,TYROBP,0.8838724153372601
PKM,RPS28,0.9688844215400849
CYP2C9,GSTA1,0.9988026213017113
HSD3B1,UGT1A1,0.9651562525068969
CCL11,CXCL1,0.996746256290591
LDHD,PKM,0.9670382523640224
MYL12B,SRC,0.7283628115507887
TMPRSS15,TXN,-0.7678286494285801
IL1B,MMP3,0.9432482611236258
CXCL1,SRC,0.9824888798392472
EEF1D,RPS4Y1,-0.9372974879711187
CD19,CD24,0.8760303203683202
S100A12,SLC11A1,0.9635199697763354
PKLR,RPL26,-0.9877777473023909
RPL41,RPS10,0.9728313636572372
CXCR2,PTGS2,0.9466308965560739
CA2,SLC26A3,0.9994989285636546
RPL30,RPS28,0.889088109611893
EIF1AY,RPS7,0.7157114158100495
FARSA,WARS1,0.7169854799299745
CXCL1,CXCL9,-0.9543355600784951
CHAC1,MGST3,0.8913479085611993
MNX1,SLC2A2,0.7989293340289871
RPS10,RPS28,0.9741386952102099
EPSTI1,GBP1,0.7098949192272442
NR0B2,SRC,-0.8548172913766775
CXCR2,PROK2,0.9519013821723842
COL7A1,FN1,0.9573123694443131
LTA,TNF,-0.999922114833106
FERMT3,ICAM1,0.7411766467940539
APOA1,FN1,-0.9709158087024315
SLC13A1,SLC26A3,-0.9997112738069314
SULT1A3,VWF,-0.7140825928745547
LGR5,MUC2,-0.8168875641269746
CENPA,RCC1,0.7186455855055217
NDUFA13,SRSF1,0.9473710946698305
MRPL13,MRPL39,0.8470140410160585
PSCA,STEAP1,0.9716262267360188
FABP1,MTTP,-0.9575920168711107
ABCG5,MTTP,0.9995784283615247
MRPL39,MRPS28,0.7899366914034792
CYP2B6,CYP3A4,0.964281938409635
C1QBP,SERPING1,0.7391179012775273
EIF1AY,RPL26,0.8188888809150273
PFKFB3,PKM,0.932261640535867
IFITM2,IFITM3,0.7914592641822987
NOS2,PTGS2,0.9667094013882352
CLIC1,S100A11,0.9626279564570188
CYP2B6,UGT2B7,0.9875927684681319
APOE,PCSK9,0.9829529590316917
MMP10,MMP3,0.8521749388727167
CD4,PLB1,-0.8092193870564101
PPP1CA,PPP1R37,0.8659766265879795
ALDOB,HK2,-0.9995703120977101
DPP4,MGAM,-0.9999668507413509
PPP1CA,PPP1R11,0.9567011507125266
TICAM1,TRAF1,-0.8017712594031793
NPFFR1,NPY,-0.7721230882346152
SH3BGRL3,TMSB4X,0.7855941103569922
ANPEP,CXCR2,-0.9863339596184499
CD7,DPP4,-0.9225888196858499
EMP1,PHEX,-0.9933789567985567
APOC3,SAA1,-0.8815286463829485
CLDN7,TNF,0.8684754640826438
ALDOB,DERA,-0.8574053803620258
HMOX1,PTGS2,0.8451097388950916
IL1B,TIMP1,0.9563518072030343
ABCC2,UGT2B7,0.970784661162303
P4HA1,PYCR2,0.8422513827312236
IL1B,TREM1,0.922140341719899
ADRA1B,GNG2,-0.9411822622986568
ELOVL1,SCD,0.9999180007945744
EPSTI1,IFI44L,0.8460203420194881
RPL22L1,RPS7,0.9299278013790957
AKT1,IL1B,0.9377639067957415
MUC2,MUC3A,0.8567673671637585
CCL11,DPP4,-0.9919733936556723
CH25H,SOAT2,-0.8604826058313999
ACTN4,ZYX,0.9066770604076075
ICAM1,VWF,0.7031934867547684
APOE,BGN,0.9097807049260679
PLAUR,TIMP1,0.995105288494195
ANPEP,MME,0.9997801963686395
LCN2,S100A12,0.9848638392504762
PKLR,RPLP0,-0.9993553893116256
FABP6,SLC10A2,0.9090580174063043
CENPA,KAT2B,-0.8678268335495962
CLDN7,IL1B,0.9970339716986911
RPS7,SEC61B,0.9222960294791122
CYP2C18,CYP2C9,0.9996889787434303
MUC1,MUC17,-0.9999837681512731
C17orf78,PIGW,-0.8326438932894411
FCRL2,PIGR,-0.9663832753770513
LILRB2,RNASE2,0.9217091496566304
CXCL8,SAA2,0.9450375544326997
BGN,COL6A2,0.8425667176304383
CYP4F2,PLA2G2A,-0.8249306265732452
MMP1,OSM,0.8633081478146717
PLAU,SERPINF1,0.726214416622355
CCL19,CCR7,0.7689699591725055
CD9,MME,-0.9781471775092584
AICDA,APOB,0.7729871001801988
LRAT,RBP2,0.979815412431758
CCL25,CXCL3,-0.9997179332999555
APOB,SERPINA1,0.84038950563366
RPL22L1,RPL26,0.9252608740353193
MT1F,MT1G,0.7163040932710891
ALDOB,PKM,-0.9774688402012245
MANF,SDF2L1,0.9932064062931942
CCK,VIP,-0.9888044519558665
ATP5MF,ATP5MGL,0.9460872960436336
PDXDC1,RRN3,0.7639736612115618
CD4,IL2RG,0.7278457993702525
MME,THY1,-0.958772487404727
MMP10,TIMP1,0.9937914301239893
EIF1AY,RPLP0,0.9557671533649502
FPR1,TREM1,0.7884629403344566
CCL28,CXCR2,0.9846362965161026
ACE,AKT1,-0.9931679530962468
CYP2J2,PLB1,0.9136083664243395
HLA-C,HLA-DRB5,-0.8393781765643188
HBA1,RPS10,0.9731697098511325
MAP2K3,TXN,0.7683371786016513
ATF3,IER2,0.9989184060816602
MS4A12,ZG16,0.9993820769388101
AQP11,AQP7,0.945460466011327
MMP1,TIMP1,0.8682826544771609
AKT1,CD19,0.8183548613834017
SRC,TYROBP,0.84685837305397
CCL2,CXCL8,0.9080733681022473
ATP5MF,SDHC,0.9692899685875227
ACE2,SLC6A20,0.9907931184622012
AKT1,GIT1,0.9548509808772389
MEP1B,NTS,0.9774511111292696
SLC26A3,SLC9A2,0.9809343853336948
PDCD1LG2,TNFRSF9,0.7070213192966465
AKT1,SPP1,0.8750299440517668
PLAU,TNF,0.7034865793787968
CYP2B6,PLA2G2A,-0.9267391872011139
CCL2,PTGS2,0.887120807248844
CD4,CXCL1,0.8337246636705112
CXCL8,LTA,-0.9983294252448712
CXCL1,CXCL10,-0.9937652142428489
IL1B,MMP1,0.8671950714270593
IL1B,ZC3H12A,0.9858841956232137
FN1,GAS6,0.9999629794026884
APOE,ICAM1,0.7181393092692818
SI,SLC2A2,0.9971536010736416
CD19,CD37,0.764359999899383
HLA-DQA1,HLA-DQB1,0.8581573783502214
CXCL3,CXCL8,0.9871977881991001
HLA-C,TYROBP,0.8643678631665663
CCK,RUNX2,-0.8594614637039806
OGN,PRELP,0.8836342738990179
CES2,CYP3A4,0.932826756269938
IFNGR1,OSM,-0.8377368534676525
IL1B,PLAUR,0.8331117617691342
PLB1,PNPLA6,-0.812339187041492
MS4A1,TNFRSF13C,0.8194271885850752
FN1,LCN2,0.9998024558640799
RPL26,RPS10,0.9788475425526555
RPL22L1,RPLP0,0.9857122668484372
CES2,UGT2B7,0.9560577260742912
ANPEP,NT5E,-0.9997698607016516
ACE2,CCL2,-0.9405798584452598
CHI3L1,IL1B,0.9172400919839027
CXCL3,PTGS2,0.9844671365351849
NPY,PYY,-0.9715395680813251
CD40,CD83,0.7116831687185161
PCDH11Y,USP9Y,0.7808267188720882
MUC17,MUC3A,-0.8259257943636817
MGST1,MGST3,0.7488837142377684
CCL2,MMP2,0.8177060938924113
CD4,TNFRSF9,0.7701663488501256
CD53,ITGB2,0.7196997889614907
LEFTY1,TGFB1,0.8845526862721536
RPS10,SEC61B,0.9874046894437
IMP3,RPL30,0.7441691108880859
CLDN15,CLDN2,0.9827057742430545
EEF1A1,RPL41,-0.8604858242297612
IL1B,TXN,0.7045325747482649
CITED2,TFAP2C,-0.9114509187771753
PLA2G10,PLA2G12B,-0.9998272350548167
SELENOI,SELENOT,-0.7524105645426952
CLEC4E,IL1B,0.9421549213843955
BGN,IL1B,0.8631983299704469
CEACAM5,MUC2,0.9296891352571223
LCN2,MMP3,0.9651277831548574
IGLL5,PIGR,0.9154259974942471
THY1,TIMP1,0.9444212942000538
CCL21,PTPRC,0.823766351125771
C1QC,SERPING1,0.8099963585165034
CXCL2,IL1RN,0.9915804711098515
ABCG2,CYP2C9,0.9991050800457278
ITGAX,ITGB2,0.7961075592562687
APOA1,SAA2,-0.8201385104590071
CXCL8,CXCR2,0.9601026675799412
RPL26,RPL41,0.9692420986282265
CD79B,TCL1A,0.8337419051693862
EIF4EBP1,SRC,0.8864895600502594
DMBT1,MUC5B,0.9387908179113772
CCL21,SELL,0.8490283999718256
CYP2C19,PTGS2,-0.969619045983372
AKR1C1,HSD3B2,0.9717585518354739
HBA1,RPS28,0.9874300587327978
S100A8,S100A9,0.7909742371479672
ALDH1A2,UGT2B17,-0.8297679147635311
ABCG2,UGT1A1,0.9871528891497965
MB,RNASE1,0.7830929386215246
CEACAM5,MUC1,0.9998819396789522
CCL2,CXCR1,0.8396376246350085
LTA,TNFSF12,-0.9986710383271267
CHI3L1,SPP1,0.8403536255617294
CD19,IGLL5,0.7484331189702522
AKT1,HSPB1,0.9586156882917131
GSTA2,GSTZ1,-0.8901516049143441
GRIK2,SDCBP,-0.8645409976362664
FN1,PCOLCE,0.9935707158086833
MMP1,MMP7,0.8713619376437494
EEF1A1,RPS28,-0.8956997190415422
CXCR1,GRK2,0.9381633537202487
CD37,CD4,0.7250001822965516
MGAM,SLC5A1,0.9872827756640088
APOB,PCSK9,-0.9978164324872824
APOB,SOAT2,0.9962709947902296
CD79B,VPREB3,0.7244082193780718
CYP7B1,SCD,0.8465013607934199
MUC17,PDZK1,0.9990705058536357
AREG,FOS,-0.7810996433481873
CYP2B6,CYP4F2,0.9708703448761513
DGAT2,MTTP,0.9507502166590203
CYP2D6,FMO1,0.8072412150753945
NR0B2,SLC51A,0.9712193486445003
CCL21,LTB,0.7838667857278906
BGN,SPP1,0.7893906788778051
FFAR4,SLC6A14,0.999923870328277
GNG2,GRK2,0.8078057152429509
SAA1,SAA2,0.9639393100715715
CXCL8,SRC,0.9285942094394923
CXCL3,CXCR1,0.9051728871590882
MT1H,MT2A,-0.7032764806845422
NUDT21,SRSF1,0.7169210437593705
CFI,ENPEP,0.9773185556446228
USP9Y,UTY,0.9685356126648493
HBA2,RPS4Y1,0.8738253690855831
ATF3,IL1B,0.9759052275159019
ACTN4,HDAC7,0.9247954643692246
KLF4,TFCP2L1,0.9929093054723207
RPL26,RPS28,0.9702764263395206
AQP9,GK,-0.9693620638653098
ACE2,PTGS2,-0.9687429248085643
SLC2A2,SLC5A11,0.9025448210200596
OSM,TIMP1,0.9836358089585328
IRF8,TYROBP,-0.8221212582961102
ACE,SERPINA1,0.9042671776409696
EEF1D,RPLP0,-0.983249076381124
CD3E,CD79A,0.7988955231779485
DUSP1,IER2,0.7534312946757096
SLC15A1,SLC22A5,0.9875519376307802
CEACAM5,FOLH1,-0.9999931864140355
GIPC1,RGS19,0.7740722154702511
CD24,CD9,0.8824131242851745
FN1,ZYX,0.9392360130429035
PKLR,RPL30,-0.8030410615015735
CCL19,CCL22,0.7479231440841473
AKT1,GAS6,0.7773762939630678
CYP4F2,CYP4F3,0.9061610393013736
CXCL1,LCN2,0.9983024970901092
LOC102724159,RPS7,-0.9141645577325378
SLC15A1,SLC22A4,0.9996472471344833
CXCL8,MYC,-0.7690205429060264
CCL4,ICAM1,0.7369354213733276
CD79B,SPIB,0.7226878893753148
CCL28,CXCL10,-0.898676915136613
CD36,S100A8,-0.8020369794915897
CEACAM5,SELL,-0.7120026081920914
LRAT,SDR16C5,-0.9715827124445794
TIGIT,TNFRSF9,0.7199762450346163
MUC2,SPINK4,0.8635649406773688
DPP4,XPNPEP2,0.9033027852792154
APOB,FABP1,-0.8705884541451613
CCL2,CXCR2,0.8766380576845193
CD40,ITGAX,0.7151043057207676
AKT1,LY96,0.9023453479686097
CDA,CES2,-0.9994515262029712
CD22,PAX5,0.8546035898944152
IL1B,IL1R2,0.9679933738894843
DDX3Y,UTY,0.9653502639068059
AREG,CCL20,0.7153941887940808
CYP2C9,MGST3,-0.9662734039817246
CD36,S100A12,-0.8831909707174262
SLC6A14,SLC7A9,-0.9956320251846048
MMP3,NUCB1,0.772912851216845
IRF8,KLF4,-0.9323850970738722
GSTP1,MGST1,0.9034471662861815
AKR1B10,GK,0.9173998743559826
CD4,SOCS3,0.7066457947733259
RPS28,SELENOP,-0.9065053466470154
HMOX1,SLC7A11,0.8959778548721298
IL1RN,IL33,0.7195446455269121
ALDOB,FBP1,0.9747534706811068
PPP1CA,PPP1R14C,0.9769188479520746
CD7,CD79A,0.8580430998800129
APOE,TGFB1,0.7891119464127857
LCN2,MMP1,0.8664090388086395
CXCL2,CXCL3,0.9913114753669446
ABCG8,CYP7B1,-0.8697530241416425
CD3E,CD7,0.8286519840883974
ACE,ANPEP,0.9987854126668991
EEF1A1,EEF1D,0.8558102386663763
CXCL3,CXCR2,0.9716750991974537
RPS4Y1,UTY,0.9722857611391363
CCL2,IDO1,-0.7413173660920844
CCK,STC1,-0.9778580891627949
LILRB1,TYROBP,0.8132199561077605
AICDA,BACH2,0.7306128779479727
MMP7,PTGS2,0.9816047456058938
CD180,CD19,0.7023341195599502
MMP12,MMP3,0.9469875822274675
CYP3A4,UGT2A3,0.9226467562676448
CYP2B6,CYP4F3,0.9563851613866805
ACP5,IL1B,0.8643694547152942
ALYREF,SNRPG,0.7975868535475298
BAK1,C6,-0.8376399803769318
CXCR1,FPR1,0.8311839607146886
SLC6A19,TMIGD1,0.8763514247806653
KLHL12,ZSWIM8,-0.9998731474823053
CD24,LILRB1,0.7745716802137536
GCG,SLC2A2,-0.9471692488796047
HSD3B1,UGT2B15,0.7905110183223992
DPP4,FN1,-0.9999956887122858
ISOC2,NAPRT,0.9322746180954167
CD27,ITK,-0.7880844583957827
CDH1,CLDN7,0.9394222568960432
CORO1A,RAC2,0.7655876008934336
APOC3,SAA2,-0.8415440601484995
CXCL8,FCGR3A,0.701357740084213
FBP1,PKLR,0.9747061812551239
CCL2,IL1RN,0.9561676652506034
IL1B,MMP12,0.9548817847719681
GFRA1,NTRK2,0.8079768159733725
CYP2C9,SLC6A4,0.9918909139529839
PTGDS,PTGS2,0.8910959930190976
AKT1,PIK3CD,-0.793136630418294
ABCG2,CYP2B6,0.9984949288989223
CD79B,PAX5,0.8343824379973888
