geneA,geneB,weight
CCL4,VCAM1,0.8964738168110864
ADAM12,MMP9,0.7833435650409231
CD38,CD52,0.971243349214358
IGF2R,PLAUR,-0.9469030130514928
CDH1,RPL39,-0.9720974196692734
CD274,IL1B,0.9011561211669912
IL1B,SOCS3,0.90421679343556
EEF1D,IMP3,-0.9898031409672978
CXCL10,LTA,0.9760003462674217
CASP5,IL1B,0.7909483382292123
CD40LG,TNFRSF9,0.8355108521436222
CTLA4,JAK3,0.9280499050843529
CD19,TCL1A,0.9506066315330112
RPS4Y1,USP9Y,0.986668745993791
LTB,NFKB2,0.9800442499791567
SDHB,SDHC,0.868771184255695
IL1B,PTGS2,0.7547846003472953
AICDA,PAX5,-0.9841878818597237
ACKR1,CXCL3,0.941323809391234
CCL8,CXCL3,-0.929085244994846
CR2,FCER2,0.8780355894698428
FCGR3B,PTPRC,0.798175554060028
CCL11,TNF,0.9907184106329785
BTLA,PTPN6,0.9494690430781353
ABCB1,CYP2C9,0.8563528262649152
CDH1,NCSTN,0.8027890406971464
EIF1AY,ZFY,0.9798786572502657
CTLA4,TNF,0.9800048751837631
CXCL9,GBP5,0.9950537434493488
CYP2C9,CYP4F3,0.915942937789516
CD22,PTPRC,0.9176128225524611
CXCL3,CXCL5,0.9809171313859005
HLA-DQA1,SLC26A3,-0.8770075192105344
FCN1,MNDA,0.9075717392671443
ICOS,PTPRC,0.9482155303907148
CD4,PTPRC,0.7441379953235757
CYP2J2,CYP4F2,0.9568508820510945
BTK,PIK3CD,0.9822020396019094
FCRLA,MS4A1,0.9962268238230427
GABPA,TFB2M,0.7289367981324717
CCL11,IL1B,0.9764495938741508
CD19,TNFRSF9,0.9372078337338112
ITGA5,ITGAL,0.9329955718784662
CTLA4,IL1B,0.9405444954827421
CD79B,TNFRSF13C,0.9828697706940479
CD19,VPREB3,0.9336277970862712
FCGR2B,FCGR3A,0.8632812176841941
CST7,PTPRC,0.9529724585219258
FCN1,S100A9,0.9194090898862903
TNFRSF12A,TRAF1,-0.7032187966175699
CD24,CR2,0.9166264673628582
ITK,RHOH,0.949993139264175
ICOS,SELL,0.9479506174245804
APOA4,C3,-0.9408994048508995
IL1B,TNFSF13B,0.8922583127645969
CCL17,IL16,0.7749078868840383
CD9,ITGA5,-0.7812632398973222
CXCL1,PLAUR,0.8212548205052838
FOS,MAP2K1,0.7889488099126627
PCK1,PDK4,0.8914141723841627
APOE,TYROBP,0.7872624379670791
ABCC2,SLC51B,0.7870301154334969
ITK,LAT,0.8476593258880858
MMP3,OSM,0.8219308076731398
PDCD1LG2,TIGIT,0.9313396881582487
IL27RA,OSM,0.8102164269994991
RPL39,SEC61G,-0.9531439740773839
MADCAM1,SELL,0.9625035887157021
C3,LTF,0.9477791223559584
CD38,TNFRSF9,0.9713140277923299
CCR7,PTPRC,0.9935320317113342
CD19,PIK3CD,0.9439847590756997
CD48,ICOS,0.9424863241919098
NTS,SST,0.9906101220546178
CD1C,CD40,0.7911271296239581
OAT,THNSL2,-0.9180206211933624
TNF,ZFP36,-0.7279557493253432
GUCA2A,SLC26A3,0.7794683294389242
CD7,FCGR3A,0.7998993303777318
CCL21,CCL28,0.9780393413013542
CD37,CD53,0.8340505544093668
CXCL1,MMP7,0.9220164079676979
CYP2D6,SULT1A1,0.7632057145469192
GNB2,NRAS,0.8732584454267551
PTPRC,VCAM1,0.9804353231524138
CCL20,CCL21,0.7697214400637606
AIM2,SP140,0.9866707508505105
CYP2D6,MAOB,0.7369452704472819
FOS,SST,0.923328263660802
CXCL10,CXCR2,0.8868536260530965
CD83,FCGR3A,0.9868393294810557
FCGR3B,MME,-0.7276215203121157
CD19,FCER2,0.9121938946965218
CXCL13,MMP9,0.9498806475513594
CTLA4,FCGR3A,0.9802040561311856
CTLA4,FCGR3B,0.795240842691369
CD28,CD4,0.7332898914634234
CD22,MME,-0.9686668590718559
ANO1,CLCA4,0.8012692012046996
CD40,FCGR2B,0.8825509365613919
CCL19,TNFSF13B,0.7945920703744308
MMP9,PTGS2,0.7271509499559967
CXCL8,FPR1,-0.8681229310101253
CD83,LAMP3,0.9624413367301615
CD19,SPIB,0.9017552076260187
PCDH11Y,RPS4Y1,0.845565289047379
ANK1,DTX1,0.7910762904694485
CCL4,PTGS2,0.7321618506367393
CD79B,PTPRC,0.9834151987020083
ABCG5,ABCG8,0.7396805279101516
APOA1,LTF,-0.8872350991302203
PLA2G10,SELENOI,-0.7288377956870673
CD79A,TCL1A,0.9686453558074807
FCGR1A,FCRL1,0.9387990271832123
CD40LG,CTLA4,0.8400589220088708
HAAO,TDO2,-0.8436825046410307
ABCG2,CYP2D6,0.8058857949689132
HCST,PIK3CD,0.9775766060778259
CCR7,LTB,0.9953934903788602
IL23A,IL2RA,0.9440858101620517
CD28,CD5,0.8291532426562479
ALYREF,PPIL1,0.7026188131571853
CR2,PAX5,0.8494853603494811
CYP2J2,CYP4F3,0.9281559773022857
CYP3A4,PLA2G10,-0.7135129283008907
DUOX2,NOX1,-0.7049590202666441
GPT,IL1B,-0.7399384005873562
CD22,CXCL9,0.999710548779386
CXCL9,LTA,0.9901785476967049
SULT1A3,SULT2A1,-0.9350871671381348
EPHA2,SLA,-0.8384734193919852
CD28,GZMB,0.7259567524572328
MAOB,SLC6A4,0.9089526235312929
ITGB2,PTPRC,0.9604101547450921
CCL22,CXCL5,0.9845970463168393
CD79A,VPREB3,0.9656613164395791
CD19,CTLA4,0.9462670184010373
IDO1,IL4I1,0.7565478887461311
DPP4,IGF2R,0.9732079617708069
PTPRC,RAC2,0.9386143611885024
HLA-DOB,VPREB3,0.9681084042986069
CD4,CD40LG,0.7359157350998381
C7,SLC25A5,-0.9729551814936029
PIK3CD,PREX1,0.9460263499444832
ABCC2,SLC10A2,0.8431994693664236
CD19,CR2,0.9231901797803174
FCGR2B,INPP5D,0.8684113376101696
FCGR3B,TNF,0.7891289243906813
COL18A1,COL8A1,0.8471561930540752
AKT1,ARHGDIG,0.7286157659066299
ITGAL,MADCAM1,0.9629833301555522
GFRA1,SRC,-0.7012401778314639
FCGR3B,ITGB2,0.770817780307577
IL2RA,OSM,0.8377320986354179
CD79A,PIK3CD,0.9607083335862614
CD1C,CD79A,0.8873935705186896
ABCG5,CETP,-0.7662813812747569
IL1B,S100A8,0.9264852594578036
GZMB,IGF2R,-0.9767135425149032
CD38,CTLA4,0.9799240152480004
CES2,UGT2B15,0.7955791414991064
ABCG2,SLC15A1,0.8389435594698206
DPP4,GCG,0.8469768281409564
ICOS,TNF,0.9344027167703548
CYP3A4,HSD3B2,-0.8806551752652212
PAX5,RHOH,0.9939769705478793
GBP5,IL1B,0.9426279789870361
CD4,ITGB2,0.736319377721794
MMP10,SERPINE1,0.7031504275930281
FCGR3B,IL1B,0.8110980073736325
INPP5D,JAK3,0.9308008508664661
CCL19,CD83,0.9966753237744512
CD69,FCGR3A,0.7082048332477232
HKDC1,PFKFB3,-0.7525458676616856
CD38,CR2,0.9445827223450614
CXCL1,LTA,0.9659774596852476
FCRLA,POU2AF1,0.9960294194963454
ADAM8,CP,0.8164697856399102
CYP3A4,GSTA2,0.9116323660992401
IL1B,S100A12,0.8286352075185031
CCR7,CD40LG,0.8144487152661735
CD5,FCGR1A,0.9151454208014533
CCR7,JAK3,0.9184457099827092
CD79A,FCER2,0.9273098063625006
GZMB,TNFRSF9,0.929639990927337
SLC15A1,SLC28A2,0.8065036441577444
EIF4A3,SRSF1,0.853187477304276
CCL18,CXCL13,0.9826617452455362
CD19,PAX5,0.9445725333918671
CP,SERPING1,0.8618995388444387
PIK3CD,RAC2,0.935164863874363
PIK3CD,SOCS1,0.8640396675202596
COL6A2,ITGA5,0.8441524850219344
MT1M,MT2A,0.7780559779909808
CSF3R,FPR1,0.8437668345392808
CXCL5,MMP3,0.987320508529862
NDUFB3,SLC25A23,0.787450951451878
APOE,SERPINA1,-0.8787910036400107
GPR183,IGLL5,0.8782758832170517
RPL30,RPS10,0.8566829956151562
CD40,CD5,0.9538707359788408
MUC4,MUC5B,0.8620243609947058
CCL2,CXCL13,0.7533128916146561
CCR7,TNF,0.9849455657699082
C7,C8G,0.7694339311376656
FCMR,VPREB3,0.9890632416738837
GBP1,GBP5,0.9908422628134725
CCR7,ITGB2,0.952069190984075
BACH2,BATF,0.9281411293274229
CH25H,CYP7B1,0.8167030301254596
PTGS2,VCAM1,0.747432277061575
CCL18,CCL20,0.7630083276157285
GCG,IL1B,-0.7074846534598168
CD40,GZMB,0.8953696344727454
CCR7,IL1B,0.951515530060387
MMP3,MMP7,0.9375554806174143
AKT1,PTPRC,-0.7195965222157442
MRPL13,RPL39,-0.9545822310295903
CD69,CXCL10,0.7049985674756664
CD6,LAX1,0.9818005006458842
CEACAM5,SERPINA1,-0.9246126071998079
RNASE2,S100A12,0.7895502129415101
CYP4F3,PTGS2,-0.7057317810835025
PTPRC,TNFSF13B,0.9766409697201323
OSM,SOCS3,0.8233433571808025
CD22,FCGR3A,0.9972990588440398
CD22,FCGR3B,0.917315617411898
CCL2,CCL20,0.7416231150020327
NFATC1,RUNX2,0.8356955632842579
FCGR1A,PTPRC,0.9631843914359528
CCL4,CD83,0.9067011292167313
CNR2,GNG2,-0.7678906590798199
CD5,CD69,0.7485855252518065
CLDN18,CLDN8,-0.8211908253614337
MT1B,MT1G,0.8171891722718531
CCL21,CCR7,0.9914488739915736
CH25H,HMGCS2,-0.8862796926271006
BTK,CD40,0.9463912819369015
APOE,CLU,0.8400282822122932
AKT1,SELL,-0.8048864520838603
IL1B,IL1RN,0.7945761639681869
FCGR3A,GZMB,0.9353164235415813
AQP9,FCGR3B,0.8474183677718778
ABCG8,MTTP,0.7682550651524145
CYP3A4,SLC6A4,0.9171423076022185
FCGR1A,SELL,0.9800824761627916
LTA,LTB,0.988977247628339
CD40,VCAM1,0.9773284852181129
EBF1,SPIB,0.8413478223794787
FADS6,TYMP,-0.839270683723988
APOC1,APOC3,-0.8948778799591542
CLU,LTF,0.9352479937703976
IL1B,SERPINA1,-0.8661493377255838
CXCL9,SRC,-0.8148523806710546
ITK,PTPN6,0.8674973602354525
CCL21,CXCL3,0.9837449504190039
CD79A,CR2,0.9254828224518303
CD83,ICAM1,-0.7651721808524218
CCR7,FCGR3B,0.826195219713288
CD274,CXCL1,0.9402936291183382
CXCL10,MMP9,0.9380650645553209
SLC10A2,SLC15A1,0.8642557013365508
CD38,TNFSF13B,0.9649680101181318
CR1,FCER2,0.906386731452987
TNF,TNFRSF21,-0.9533717249372521
CD19,CD40,0.8874119819963667
CD5,SELL,0.9483920899866797
DERA,HKDC1,0.8377831999171323
CCR7,CD19,0.9490347597003337
CD22,CD38,0.971349704905905
DEFA5,REG3A,0.8334597088090967
IL1B,ITGAX,0.9404678039031095
CD38,ICOS,0.9370515869194852
CCL4,CXCR2,0.8048835127879278
ITGA5,ITGAX,0.9399233442395384
RAC2,WAS,0.9432637985479911
CSF3R,OSM,0.7936393396045659
C3,FN1,-0.7583324256578095
CD79A,RHOH,0.9618076388068436
CLU,SHBG,-0.8656161071798077
ITGB2,RASGRP2,0.951345516343333
HLA-DRB1,PDCD1LG2,0.8427208929894864
FCGR1A,MME,-0.878225808128386
GNG2,GPR183,-0.7745087555502645
CCL20,CXCL9,0.7742150225700152
IFNGR1,NRAS,0.8129960210794115
CD1C,CD4,0.8074661226748325
CCL11,CXCL1,0.9876540279860178
CD274,TNFRSF9,0.9321427700888777
CXCL9,TNF,0.9908760858495944
IL1B,MMP3,0.9447992945633589
EEF1D,RPS4Y1,0.9468235693972942
GNG2,PIK3CD,-0.7425750423049997
CD19,CD24,0.9134148655868023
S100A12,SLC11A1,0.7335686981589732
ALDOB,PCK1,0.8721029609789688
DERA,PNP,0.8828969819651519
CD28,SH2D1A,0.7493278686368304
BATF,JUND,-0.9468790012197476
CXCR2,PTGS2,0.7640346756602849
RPL30,RPS28,0.9738619567889291
VCAM1,VWF,0.9681469846005917
CXCL1,CXCL9,0.9827203846184097
CHAC1,MGST3,-0.770785064865439
RPS10,RPS28,0.7615447495801266
CCL19,ITGAX,0.9954585516135279
CXCL9,HLA-DQA1,0.9876092453743642
LTA,TNF,0.9794342584228396
HLA-DRB1,LTA,0.9297607393170885
NLRC5,NLRP1,0.759183471747549
MT1A,MT1G,0.8025140950668909
CD1C,CD5,0.8428716973846796
SLC13A1,SLC26A3,0.7986941741490958
SULT1A3,VWF,0.9310357313588968
CLDN18,CLDN7,-0.8232592045186449
SLC51A,SULT2A1,0.9711024434897269
CD9,PTPRC,-0.8359219148453482
MRPL13,MRPL39,0.7145587076907364
CLU,LPL,0.919093634087723
CXCR2,ITGAL,0.9302356514567324
CCL22,CD274,0.9489359661611312
CCL2,VCAM1,0.725690130283198
C1QBP,SERPING1,-0.9545587394093252
ACKR1,BTLA,0.9601979303765744
CXCL5,MMP1,0.7639314748401438
CCL18,CHIT1,0.9198604696440021
LPL,SAA1,0.7469848061793884
CD53,PTPRC,0.8531525259381167
IFNGR1,IFNLR1,0.7073167266664981
IFITM2,IFITM3,0.978587603410231
ITGAL,VCAM1,0.9830888121836789
NOS2,PTGS2,0.7533212820399952
CLIC1,S100A11,-0.8011993692783974
CXCL1,TNF,0.9653799522693812
MMP10,MMP3,0.8915500708202686
HLA-DOB,HLA-DQB1,0.9774132970471628
DPP4,MGAM,0.9573181639494702
CD24,ITGAX,0.9689832155759666
PPP1CA,PPP1R11,0.8485002971713439
TICAM1,TRAF1,-0.981906971106407
AKT1,TNF,-0.7149741836620209
CXCL9,FCGR3A,0.9901079800878005
CNN2,ZYX,0.8664679831731735
C7,CLU,0.8823354720562208
IRF4,SPIB,0.7981796515107696
RAC2,S100A9,0.8856143829510773
FCGR1A,TNF,0.9564449436425468
APOC3,SAA1,-0.7532085234838265
CLDN7,TNF,-0.9313151969192932
CD40LG,CXCR4,0.8158235423422951
ALDOB,DERA,0.7069481974100325
IL1B,TIMP1,0.8635452172090936
ABCC2,UGT2B7,0.8385690514337582
CCL4,ITGAX,0.8996267483453011
REG4,SPINK4,0.7389069098026159
FCGR1A,ITGB2,0.9199413046648272
RPL22L1,RPS7,0.8106296777349195
CCL8,CXCL9,-0.9853739807588393
ITGAX,PTPRC,0.9870490042755852
CCL11,DPP4,-0.9588296148939366
CH25H,SOAT2,-0.752759213272966
APOE,BGN,0.8483125362644535
PLAUR,TIMP1,0.8010848902091555
ANPEP,MME,0.7386020390157264
IL16,TNF,0.9097341355770214
LCN2,S100A12,0.7903249054249127
CETP,LPL,0.7861877899253303
FABP6,SLC10A2,0.8252381285162744
FCGR1A,IL1B,0.9162436977955727
CENPA,KAT2B,0.717946874396931
CLDN7,IL1B,-0.8539963607180378
CD40,ITGAL,0.957173371059835
FCRL2,PIGR,0.7880842355845115
CCL11,CXCL11,0.9698823650970462
BGN,COL6A2,0.8345628695539321
CYP4F2,PLA2G2A,-0.7032900035468782
BANK1,CD79A,0.9673806809114245
MMP1,OSM,0.7683765249394806
TNFRSF13C,TNFSF11,0.9453635689365257
CD4,CD48,0.7580893613549697
ITGAX,SELL,0.9921799973122931
CLU,PLA2G7,0.8848293944696031
IL16,IL1B,0.8352832493632352
CCL19,CCR7,0.9948112554432028
CD40,TNFSF13B,0.9300544403657628
CD69,IL2RA,0.7031864649126685
FCGR3A,FCRL1,0.960306641646164
JAK3,PIK3CD,0.9338971195261863
CXCL13,CXCL6,0.9397942398655466
CD19,CXCR4,0.9142039348102429
MT1F,MT1G,0.9100109781884662
CD274,CTLA4,0.9484691946732348
FCGR2A,ITGAX,0.8768952484831762
C3,PLAUR,0.8489324750237285
ACE,SI,0.8130031514522439
CCL8,TNF,-0.8828024072662437
TNFSF11,TNFSF13B,0.9025616175699973
AICDA,TNFRSF13B,-0.9267209756711609
PDXDC1,RRN3,0.8453856809583613
CD40,ICOS,0.9295414406681931
CD4,IL2RG,0.8202592034549389
CSF3R,SOCS1,0.7153805944531167
MMP10,TIMP1,0.872779817009974
CCL28,CXCR2,0.8640221251070452
CYP2J2,PLB1,0.9161261595642054
CD40,PDCD1LG2,0.9112605036787977
CD274,LGALS9C,0.9210737487256924
BATF,IRF4,0.9259022061471128
HLA-DRB1,PTPN6,0.8883687657442931
CXCR4,SOCS3,0.7623291823743945
PIK3CD,PTPN6,0.9344264010452488
IL1B,TNFAIP2,0.9308607429914842
CCR7,CD48,0.9829229434336283
CCL8,IL1B,-0.8563020107654581
CD4,CD52,0.7757995013474731
CCL20,CXCL10,0.7384248362515017
AQP9,MNDA,0.866412511676574
CCR7,CD274,0.954726599326132
FCGR1A,FCGR3B,0.8040310443275505
CCL11,CXCL6,0.9663386118950729
CXCL5,SAA2,0.9609086056264095
MMP1,TIMP1,0.8170163039334821
PLA2G2D,PLB1,-0.9564429704236423
CLU,MMP3,0.9296048617874673
ITGAX,MME,-0.9117258163192032
FCGR2A,GP1BA,0.8207463207564816
RPL30,RPS4Y1,-0.9681792030687134
CXCL1,MMP9,0.9205610166288597
CETP,PLA2G7,0.8235552280436361
MEP1B,NTS,0.8801315850428778
SLC26A3,SLC9A2,0.7437328555647336
TNF,TNFRSF9,0.9690348938756149
PDCD1LG2,TNFRSF9,0.9224776781034003
CCL21,CCL22,0.9857585689776606
FCGR3B,HCST,0.7895928884919586
CCL4,CCR7,0.9070114651085891
CD5,FCGR3A,0.940558829343075
CD4,CXCL1,0.7460219406024382
CD19,IL21R,0.8683941690888922
CCL17,CCL22,0.7008297539633519
NIBAN3,SPIB,0.8795533897987751
CD40,TNFSF8,0.7844959134221953
CXCL1,CXCL10,0.9735079987757443
IL1B,MMP1,0.8012664998222021
CXCL10,IL2RA,0.980312323626418
IRF4,PAX5,0.9190708068094915
IL1B,ZC3H12A,0.9380150713769979
CXCL11,CXCR4,0.871846323253285
CCL18,CCL21,0.9840401928039625
SI,SLC2A2,0.8470454050231271
CD19,CD37,0.9628745316076408
HLA-DQA1,HLA-DQB1,0.9849160828004444
CXCL3,CXCL8,-0.8972528991122624
CD4,IGF2R,-0.8623322333169325
CES2,CYP3A4,0.8050206888209916
CD40,CD69,0.771551429971255
CD38,IL21R,0.9075462513189423
IL1B,PLAUR,0.8357421962680743
CD7,PAX5,0.7700354610390697
MS4A1,TNFRSF13C,0.9958724359202876
RPL26,RPS10,0.8674068120300622
CCL2,ITGAL,0.8299718755650359
FCGR3B,TNFRSF9,0.7786761111093788
CES2,UGT2B7,0.7844180381004222
CCR7,CXCL1,0.9818334258416122
IL27RA,JAK3,0.9304704788975695
CHI3L1,IL1B,0.8316784039632972
CXCL3,PTGS2,0.7556637020337059
GBP1,TNF,0.977843531882544
IL2RA,SELL,0.9904419196288714
IDO1,KYNU,0.7875342818768754
CD40,CD83,0.9529318732518812
COL18A1,MMP3,0.8647009764205513
CTLA4,IRF4,0.9227101845263881
PCDH11Y,USP9Y,0.8547242412914163
ICOS,TNFRSF9,0.9279731777563657
BGN,TNF,0.8227625334008477
MGST1,MGST3,0.8583898264019786
CD4,TNFRSF9,0.7762959605538933
CD53,ITGB2,0.8949464261533308
IMP3,RPL30,0.9927310952331823
IL21R,IL2RA,0.8985990772243628
CD38,ITGAX,0.9818832283375512
IL1B,TXN,-0.8298611112797293
CD40LG,CD5,0.8521614212561285
SULT1A1,SULT1A3,-0.9778874191249697
BHLHE41,PER1,0.8458840344533398
CLEC4E,IL1B,0.717090244628046
BGN,IL1B,0.7250149352050492
LTB,TNFSF11,0.9451448182136759
LCN2,MMP3,0.9864106655629531
IGLL5,PIGR,0.8416509775914001
BCL2A1,TNF,0.9477102593909414
CD274,HLA-DQB1,0.9698420276053643
ICOS,PIK3CD,0.9488884486630618
CD40LG,TNFSF11,0.7971611916941214
APOA4,LTF,-0.8494150139167109
CCL21,PTPRC,0.9894543114169125
CD40LG,GZMB,0.7977506785506457
CD6,SPOCK2,0.9044215654892609
SDF2L1,STIP1,0.7228412863042433
ITGAX,TNF,0.979287566329586
CD4,IL27RA,0.7478412211792818
CCR7,TNFRSF9,0.9814851321034967
ABCG2,CYP2C9,0.9345998555876708
ITGAX,ITGB2,0.9589385929708948
BTLA,TIGIT,0.9933762713665403
APOA1,SAA2,-0.9150387649554758
BCL2A1,IL1B,0.9144984606653344
COL18A1,ITGA5,0.7056541807978827
CR2,TNFRSF13B,0.9506116710733199
CD79B,TCL1A,0.9826247084992475
CD274,CD40,0.9391006315660604
CCL21,SELL,0.9911473921831071
MMP1,PLAUR,0.7682262404261456
JAK3,SOCS3,0.774919881845214
NNMT,PNP,-0.997986151248711
S100A8,S100A9,0.9611480357794999
CD4,CXCL11,0.718043428726709
CCL22,CTLA4,0.984809830078855
CDH1,EPHA2,0.7687474936643148
FCGR3A,SELL,0.9899373290021267
CD69,TIGIT,0.712197077302157
AQP11,AQP3,0.8275202099995185
AIM2,TNF,0.9752732742224783
CEACAM5,MUC1,0.9575518712774779
ABCG5,SLC51B,0.879627178664173
LTA,TNFSF12,-0.7285826061209906
CD22,LILRB3,0.999580518902824
CD19,IGLL5,0.8457004441845222
CD40LG,TNFRSF13B,0.8254772778968125
MMP1,MMP7,0.7488475414625033
UGT2B15,UGT2B17,0.8165468624831663
EEF1A1,RPS28,-0.7548378817684047
AIM2,IL1B,0.9273189225707302
FOS,MMP9,-0.7203588082663552
CD37,CD4,0.8001900640671419
MGAM,SLC5A1,0.7845193621029881
ARPC1A,WAS,-0.8141353189067867
CD79B,VPREB3,0.9740982552427233
PLA2G7,SAA2,0.8957008889083764
MUC17,PDZK1,0.761770621690599
CD48,IL2RA,0.9723010877307121
C1QBP,C3,-0.9572553577706627
CCR7,CXCL11,0.9496771414355195
CYP2D6,FMO1,0.7826027567609191
NR0B2,SLC51A,0.8356263240571046
CCL21,LTB,0.9895465834052583
FFAR4,SLC6A14,0.9440303310020101
SAA1,SAA2,0.8603691891811509
HAAO,IDO1,-0.7208438013258405
MT1H,MT2A,0.7362333649182273
CXCL10,CXCL6,0.9422305902716633
CD79B,PIK3CD,0.9799175791980135
CXCL11,OSM,0.8375896494671857
MMP3,MMP9,0.9540294051929975
IL2RA,JAK3,0.9303821241484802
LPCAT4,PLA2G2D,0.7259876316654051
USP9Y,UTY,0.9792969272396235
CD19,TNFRSF13B,0.9493894254577707
HLA-DRB1,NFKBIL1,-0.7266967428151471
CXCL8,CXCL9,-0.979315803447431
CCL15,CXCL5,-0.9037716774326914
ITGAX,LAMP3,0.9575665177905393
CD4,IL23A,0.711535723795699
ACE2,PTGS2,-0.7430488021629571
SLC2A2,SLC5A11,0.8168217704023967
OSM,TIMP1,0.7816380279390182
CD4,CTLA4,0.7757163266665993
APOA4,LPL,-0.9359249961588884
CYP7B1,GPR183,0.7957262004877883
ICAM1,ITGAL,-0.8213469858292625
SLC15A1,SLC22A5,0.7789567332350357
CA9,MMP9,-0.8546044874568725
IL2RA,TNF,0.979101089755602
CSF3R,SELL,0.8309723611573341
CD24,CD9,-0.8240033481472815
CCL20,IL2RA,0.7431710513722489
CCL19,CCL22,0.9923245249288254
CYP4F2,CYP4F3,0.8996593156622568
CXCL1,LCN2,0.9726132629739487
IL11,IL2RA,0.753018461121611
ARPC1A,PFN2,0.9173717746088712
SLC15A1,SLC22A4,0.7414685495868849
SH2D1A,SLAMF6,0.7190121705360324
CCL18,CXCR2,0.8960648245789793
CXCL6,CXCR4,0.8451359990551293
CD28,FCGR3A,0.7644726365231339
CD79B,SPIB,0.9112445025496871
CCL28,CXCL10,0.965964534222962
CEACAM5,SELL,0.9906941762073588
ITGB2,PIK3CD,0.9624347716083361
CCL21,CXCL9,0.9928758855738695
TIGIT,TNFRSF9,0.9816136708648567
DPP4,XPNPEP2,0.7535165845012791
CCR7,CTLA4,0.9906023589443399
CD40,ITGAX,0.9609304125810059
CXCL5,CXCL9,0.99239097829968
CXCL9,HLA-DQA2,-0.7704227465498994
CDA,CES2,0.7844808613465855
CXCL11,CXCL3,0.9377031947700466
CD22,PAX5,0.9983590037124751
IL1B,IL1R2,0.8831562355758809
IL1B,PTPRC,0.9369701356628123
DDX3Y,UTY,0.9680862892164128
CD38,ENPP3,-0.974261028644231
HLA-DQA1,IDO1,0.7511420620914107
CYP2C9,MGST3,0.8405083006014139
CD48,PTPRC,0.9783875454727702
SLC6A14,SLC7A9,-0.7964414932178316
TNFRSF13B,TNFRSF13C,0.9914577946753514
CCL21,PDPN,0.9048626693921208
EOMES,GZMB,0.8509976782842373
BATF,FOS,-0.8750089165454259
AKR1B10,GK,0.7751217481686898
GCG,NTS,0.8071490527039495
HCAR2,SST,-0.9420065093664478
CCL21,TNF,0.9761722169653644
APOA4,PLA2G7,-0.8566859228834617
CD7,CD79A,0.7639708001397955
LCN2,MMP1,0.7718029998397531
ACE,ANPEP,0.7346600760352963
CCL4,IL2RA,0.8996234039925137
EEF1A1,EEF1D,0.8189273647823658
CD28,CXCL10,0.7616748538617384
