geneA,geneB,weight
GPR183,MS4A1,0.7973297388346444
FPR1,LILRB2,0.7362747374346453
JAK3,PTPRC,0.8236614940719434
CD4,CD9,-0.7329331822542412
CYP2C9,CYP4F2,0.8019886870213199
CCK,CDH1,0.956638240216654
ADAM15,SRC,0.8693118275778707
MTTP,NPC1L1,0.9085369519755574
CXCL8,TNFAIP6,0.9705962141320491
FCGR3A,GZMA,0.8356907632845486
APOE,CXCL8,-0.7653982695243146
DDX3Y,KDM5D,0.9685583833015569
EPHA1,EPHA2,0.8376611580919301
CXCL8,FGF7,-0.9632303695990344
MRPL13,RPS4Y1,0.7013587131283537
CXCL8,PLAU,0.857930711810075
FCGR2A,VWF,-0.9712731221297559
BACH2,LEF1,0.8835437978782744
EIF1AY,RPS4X,-0.8283637187321717
BTK,CD52,0.7945954856890018
CXCR2,GRK2,-0.9407311411812852
KDM5D,ZFY,0.9730392984791645
CXCL6,IL1B,0.8779394787629192
CXCR1,TNF,-0.9999349131742783
CA9,CXCR4,-0.8723884658561383
MMP3,SAA1,0.9284665243515033
COL18A1,LAMA1,0.8817259142844706
CD19,IL2RG,0.7961051428860284
ALDH1A2,BCO1,-0.9952052333370688
SRC,TAC1,-0.8063008101258852
CXCR1,IL1B,0.8757063664233586
SNRPN,TSSC4,0.9348940744309753
CD22,CD28,0.7985126373869321
CD5,GZMB,-0.9470110802982968
MYL9,SRC,0.7254787958935411
FABP6,SLC51A,0.8661176245630392
MRPL13,RPL22L1,0.9420242398059264
CCL23,CCL25,-0.7405797208416158
CD19,CD52,0.9061774025761639
CCL2,IL15,0.8115888073518199
CCK,TAC1,0.9925426224200974
DDX3Y,USP9Y,0.9709750737187001
IFI44L,MRPL36,-0.708364800111709
FCGR2B,TNF,-0.9999225017750321
CD1C,PAX5,0.783305618984509
ACE,TAC1,-0.8269750060741886
TREM1,TYROBP,-0.9105598388456634
CCL21,CXCR1,-0.8672305175725675
RPS28,SEC61G,-0.751268623287458
CD3E,GNLY,-0.9324258247492894
CCL17,CXCR1,-0.9018086980129845
GUCA2A,TMIGD1,0.7006016181504899
CCL4L2,TNF,-0.9999315635390048
IL1B,SOCS3,0.759275268974397
RPL39,RPLP0,-0.7211768079528925
RPL22L1,RPS4X,-0.8970703151554841
CD19,TCL1A,0.8365402742763318
RPS4Y1,USP9Y,0.9751519582009663
SDHB,SDHC,0.8041748881027377
IL1B,PTGS2,0.8566768047701384
CDH1,RPLP0,-0.7862346693191281
CXCR1,FCGR3B,0.9511098630637566
AICDA,PAX5,0.8992138552231297
CD3E,FCGR3A,-0.960537105584841
CD3E,FCGR3B,-0.995474565410468
IMP3,RPL22L1,-0.8366147151093247
CD28,CD7,0.8973367996375486
