geneA,geneB,weight
HK2,PKM,0.8709124111193811
CXCL3,CXCL6,-0.7703736282548059
GSTA2,GSTP1,-0.9854686334127032
FN1,PLAUR,0.7793055496533066
AKT1,CRTC2,0.9207953686076875
NKG7,TYROBP,0.7097627809646133
CYP4F2,PLA2G10,-0.9920954330289531
PDZK1,PDZK1IP1,0.8735756455775335
JAK3,PTPRC,0.7047070105324011
CDA,PNP,0.7120672256681976
PLA2G12B,PLB1,0.8277028644987526
CYP2C9,CYP4F2,0.9853806332055404
CYP4F3,PLA2G12B,0.8164811289650306
CXCL1,TNFSF11,0.8537510540721094
CPS1,OAT,0.9992162142326542
BEST4,OTOP2,0.9784349260580347
ADAM15,SRC,0.900154287794557
MTTP,NPC1L1,-0.8154679301014254
CXCL8,TNFAIP6,0.7120323325010366
CYP2C18,GSTA1,0.9971623287183081
DDX3Y,KDM5D,0.984002517272065
NAPRT,PNP,0.7928969960523182
CCL11,CCL15,-0.7677721205016194
EIF1AY,RPS4X,-0.7314003943311684
CYP4F2,UGT2B17,0.9740015426915744
CXCR2,GRK2,-0.9836100188314713
CASP8,DFFB,0.9927499892611931
CSF3R,SOCS3,0.8818664960784072
APOB,CD4,-0.7118225165149294
CD19,IL2RG,0.7687214747950106
SRC,TAC1,-0.88817916877314
GAS6,SOCS3,0.8825502602022884
CXCR1,IL1B,0.7644666083953741
MUC17,MUC5B,-0.9996540627341072
SNRPN,TSSC4,0.781031424514522
FABP6,SLC51A,-0.9999997500559401
MRPL13,RPL22L1,0.899928301670819
CD19,CD52,0.8890011078478162
ENTPD8,PDE4B,-0.7644461094569431
CD4,MUC1,0.8109324078884367
CCL2,IL15,0.7679710443219665
CCK,TAC1,0.9928742308813662
APOB,MTTP,0.9994349011537447
CCL15,CXCR2,-0.9289697140272224
CTLA4,SRC,-0.8996295554321682
DDX3Y,USP9Y,0.9857246801094741
FADS2,PLA2G10,-0.9830396468366965
ACE,TAC1,0.9967256971063102
TREM1,TYROBP,-0.7187896579490989
TNFRSF12A,TNFSF12,0.7094988452355384
CD79A,HLA-DOB,0.7156561294202388
RPS28,SEC61G,-0.7776127231163582
AKT1,PKM,-0.8857385142595645
ANPEP,CD4,-0.704049148616111
CTLA4,CXCL9,0.7341597019282811
CYP3A4,GSTP1,-0.9756820354433192
GUCA2A,TMIGD1,-0.8042818783568796
AKT1,CREB3L3,0.9956659031728349
AKT1,ATF3,-0.9282100201258657
CD38,CD52,0.7211371603241253
IL1B,SOCS3,0.7941899605788418
CYP2B6,UGT2B17,-0.9656057065549263
PLA2G10,PLB1,-0.9983552155555622
RPL22L1,RPS4X,-0.8478026174371265
CTLA4,JAK3,-0.9241422859587436
CD19,TCL1A,0.7964836286177785
RPS4Y1,USP9Y,-0.7664769821962912
ALDOB,SLC2A2,0.9999799455179109
SDHB,SDHC,0.7716128513804535
CYP2C19,PLA2G10,-0.999791566853155
CXCR1,FCGR3B,0.853279823703995
IMP3,RPL22L1,-0.8745180225339286
CCL20,CCL8,-0.9630436810971502
PDZK1,SLC16A9,-0.999982268808533
AQP10,GK,0.9181565147908649
CTLA4,IL2RB,0.735470760321177
ABCB1,CYP2C9,0.9147578751446138
EIF1AY,ZFY,0.940827198314541
CYP2C9,CYP4F3,0.9507847890589107
CD22,PTPRC,0.8414496603299203
HLA-DQA1,SLC26A3,0.9929981193723751
FCN1,MNDA,0.7348881455688733
CCK,CCL28,-0.9139648059574029
PLA2G12B,SELENOI,0.8942186138011795
CYP2J2,CYP4F2,0.9866944277599841
FCRLA,MS4A1,0.8820213893930094
GABPA,TFB2M,-0.9968196846787812
CYP2B6,UGT2B15,-0.9773569046932418
CD79B,TNFRSF13C,0.7637898115615314
CD19,VPREB3,0.7562298302449219
NTS,PYY,-0.7349659628869322
SELENOI,SELENOP,0.9774270966966944
IL1B,NLRP2,-0.8339724096742511
FCN1,S100A9,0.7672402832757104
ITK,RHOH,0.7233526903030429
CD27,CD52,0.7017080395967813
CXCL1,PLAUR,-0.8053955263679532
FOS,MAP2K1,0.9332439537929236
EPSTI1,IFI44,0.7859075219994675
APOE,TYROBP,0.8789649435415582
ABCC2,SLC51B,-0.7212153516972747
MMP3,OSM,0.7175259890103605
IL27RA,OSM,0.7530316169117683
NDUFA13,SDHC,-0.7125426751594504
PKLR,TKT,-0.9955726279264576
CCR7,PTPRC,0.860064117566488
CYP2C19,GSTA2,0.9939589370515557
NTS,SST,0.9270726618999788
CD1C,CD40,0.7547959811845901
CD19,CD27,0.7632890325424447
CASP9,HMOX1,0.8747125083679514
GNB2,VIPR1,-0.7796905901006481
GNB2,NRAS,0.8439521352238887
PTPRC,VCAM1,0.7167152377420944
FOS,SST,0.8440384907078786
FCGR3B,MME,0.9991071292672473
CD19,FCER2,0.7683275074105089
CTLA4,FCGR3B,0.8517186231138671
AKT1,TXN,0.9302480000794808
CD28,CD4,-0.8829850887175746
ATF3,HSPA1A,0.8108583270925677
CD19,SPIB,0.8154458363998452
AQP10,AQP8,-0.9998528772262715
DERA,TKT,-0.9889431060351143
PCDH11Y,RPS4Y1,0.719361680169102
IL20RA,OSM,-0.8594141231814895
CD79B,PTPRC,0.8394175910290962
ABCG5,ABCG8,0.9998761044519034
PLA2G10,SELENOI,-0.9974213930781448
CD79A,TCL1A,0.7423472835723172
MT-ND6,NDUFB3,-0.8698647837469204
CD4,TGFB1,0.7407217047346127
SNRPA1,SRSF1,0.8829258613703992
CD52,LY86,0.7918354421762075
SERPINA1,SLPI,-0.9740782084660213
CCR7,LTB,0.8259876192265496
CA2,CA9,-0.9998892661872032
FZD7,SDCBP,0.8563581421494297
ALYREF,PPIL1,0.9241452912455504
CR2,PAX5,0.8529557227102397
CYP2J2,CYP4F3,0.9441246480393708
CYP3A4,PLA2G10,-0.9917413178686592
DUOX2,NOX1,-0.7024468353436811
CXCR2,GNG2,-0.8857219388537027
SI,UGT1A1,-0.9052646305465913
SEC61B,SPCS2,0.7791398293766398
SULT1A3,SULT2A1,0.8529992016661876
PGAM1,PKLR,0.8617439208737885
EPHA2,SLA,0.9088380662061034
CLDN7,MUC2,0.8114602984237788
APOE,C1QC,0.7416038805825378
MAOB,SLC6A4,0.9962940011230578
ITGB2,PTPRC,0.7863691050950089
IFNGR1,SOCS3,0.8648053357627684
APOC3,SLC2A2,0.9905501422018862
CD79A,VPREB3,0.7980722557018688
CD19,CTLA4,-0.8776459620661136
FABP2,MLXIPL,0.8684232828069126
DPP4,IGF2R,-0.8438903974353776
PLAU,PLAUR,-0.8291634008553119
PTPRC,RAC2,0.8003015510108026
HLA-DOB,VPREB3,0.7932790993290607
MUC3A,MUC4,0.9907702827860002
REG1B,REG3A,0.9622625392577421
GNG2,KCNJ3,-0.9502946423895839
ABCC2,SLC10A2,0.9959626693612201
CD19,CR2,0.7278663792023257
HSPBP1,RPS10,0.9552636486871077
CCN1,DUSP1,-0.8276983474966778
AKT1,APOE,-0.9488426003265051
IL2RA,OSM,0.8130809127216243
FOS,SOCS1,0.8038552416050668
ABCG5,CETP,0.9825473083410559
IL1B,S100A8,0.8090129326329852
CD38,CTLA4,-0.9741838109281105
ABCG2,SLC15A1,-1.0
DPP4,GCG,0.999844191251314
PPIL1,SNRPA1,-0.884929507779606
HSPB1,HSPB8,-0.9823455464709971
CYP3A4,HSD3B2,0.8067093205893401
FN1,SRC,0.888286156897319
CD3E,CD48,-0.9192543309258728
FCGR3B,IL1B,0.7294547702959218
SRC,TNFSF11,-0.7860934907007325
MUC2,TFF1,-0.9262943925793075
FCRLA,POU2AF1,0.7635621115237504
CYP3A4,GSTA2,0.9844748023275329
IL1B,S100A12,0.7549582479026884
CD79A,FCER2,0.8053574339293037
EIF4A3,SRSF1,0.8437204134371069
CHRDL2,ENPEP,0.9999625245864439
PIK3CD,RAC2,0.7399964995498263
MT1M,MT2A,0.992774380892508
CSF3R,FPR1,0.9105792084374013
NDUFB3,SLC25A23,-0.9686152140134201
APOE,SERPINA1,-0.9942766331340768
IMP3,RPL26,0.9787613188761266
MUC4,MUC5B,0.999554501270777
C7,C8G,0.7826747675862373
PIK3CD,PLCG2,-0.9697356905790001
FCMR,VPREB3,0.9107021703938762
CCR7,ITGB2,0.73157701927896
APOB,TM6SF2,0.9979364215055838
CR2,MS4A1,0.8276519680286917
ABCB1,CYP2C19,0.8632100168954574
RPS10,SELENOP,-0.9471919374390876
ABCB1,CYP2B6,-0.9940520135058203
SRC,SST,-0.8248220322902314
IMP3,LOC102724159,-0.9617010075435178
DEFA6,REG1A,0.9991129780956481
FADS2,PLA2G12B,0.7968629403847599
CCL25,CCL28,-0.9752227795489415
GCG,IL1B,0.828297527685304
CCN1,EGR2,-0.9544272544995633
CD27,CTLA4,-0.9018133838406964
CCK,SST,0.9050839446610605
MRPL13,RPL39,0.7312537823363022
CEACAM5,SERPINA1,-0.9992591251785479
RNASE2,S100A12,0.7895502129415101
ACKR3,CXCR2,0.8952038151189657
AKT1,MAP1LC3A,-0.9135514255740426
PTPRC,TNFSF13B,0.8696546521157393
OSM,SOCS3,0.832230006437214
